timeMs,ax,ay,az,gx,gy,gz,q0,q1,q2,q3
633996,7700.0,3969.0,-616.0,-519.0,-82.0,-183.0,0.646,-0.024,-0.696,-0.313
634018,7582.0,3992.0,-625.0,-495.0,-80.0,-194.0,0.645,-0.026,-0.695,-0.317
634030,7581.0,3939.0,-693.0,-461.0,-73.0,-203.0,0.643,-0.027,-0.694,-0.321
634053,7474.0,4122.0,-475.0,-421.0,-62.0,-223.0,0.642,-0.028,-0.694,-0.325
634065,7472.0,4238.0,-692.0,-451.0,-105.0,-244.0,0.64,-0.03,-0.693,-0.33
634087,7208.0,4176.0,-472.0,-434.0,-136.0,-193.0,0.639,-0.031,-0.693,-0.334
634109,7662.0,3994.0,-182.0,-385.0,-187.0,-265.0,0.636,-0.032,-0.693,-0.337
634121,7306.0,4186.0,-324.0,-362.0,-243.0,-342.0,0.634,-0.033,-0.693,-0.342
634143,7334.0,4500.0,-574.0,-401.0,-334.0,-354.0,0.63,-0.034,-0.694,-0.346
634155,7458.0,4512.0,-404.0,-431.0,-434.0,-475.0,0.625,-0.034,-0.696,-0.351
634177,7464.0,4742.0,-704.0,-463.0,-497.0,-489.0,0.62,-0.035,-0.698,-0.357
634189,7326.0,4824.0,-750.0,-422.0,-498.0,-504.0,0.615,-0.036,-0.699,-0.362
634211,7190.0,5262.0,-834.0,-422.0,-519.0,-590.0,0.609,-0.036,-0.701,-0.368
634223,7348.0,5610.0,-706.0,-469.0,-534.0,-690.0,0.603,-0.036,-0.703,-0.375
634245,7254.0,5744.0,-1092.0,-469.0,-538.0,-776.0,0.597,-0.035,-0.705,-0.382
634267,7090.0,5748.0,-1376.0,-553.0,-550.0,-839.0,0.59,-0.034,-0.706,-0.39
634279,7194.0,6008.0,-808.0,-556.0,-524.0,-938.0,0.583,-0.033,-0.707,-0.399
634296,6990.0,6786.0,-846.0,-661.0,-536.0,-1165.0,0.575,-0.031,-0.708,-0.409
634318,6408.0,7340.0,-874.0,-990.0,-542.0,-1334.0,0.566,-0.029,-0.708,-0.422
634330,6934.0,6744.0,-1336.0,-980.0,-404.0,-948.0,0.559,-0.03,-0.706,-0.433
634352,5976.0,7372.0,-764.0,-1148.0,-506.0,-1120.0,0.551,-0.03,-0.704,-0.446
634364,5758.0,7398.0,-1444.0,-1213.0,-639.0,-1206.0,0.542,-0.031,-0.703,-0.46
634386,5626.0,7950.0,-1366.0,-1260.0,-455.0,-1269.0,0.533,-0.031,-0.7,-0.474
634398,5470.0,8112.0,-1162.0,-1491.0,-635.0,-1140.0,0.523,-0.033,-0.697,-0.489
634420,5482.0,7842.0,-510.0,-1534.0,-469.0,-1124.0,0.515,-0.035,-0.692,-0.504
634432,5646.0,7806.0,-494.0,-1655.0,-517.0,-1222.0,0.505,-0.038,-0.687,-0.52
634454,5086.0,8170.0,-626.0,-1674.0,-534.0,-1451.0,0.494,-0.039,-0.682,-0.537
634476,6152.0,7928.0,740.0,-1529.0,-625.0,-1179.0,0.484,-0.041,-0.678,-0.552
634488,3742.0,9060.0,-82.0,-1791.0,-649.0,-1726.0,0.471,-0.041,-0.672,-0.57
634510,4518.0,7488.0,244.0,-1630.0,-683.0,-1546.0,0.457,-0.042,-0.667,-0.587
634522,3864.0,7688.0,674.0,-1561.0,-677.0,-1620.0,0.444,-0.041,-0.662,-0.603
634544,3266.0,8520.0,790.0,-1785.0,-552.0,-1835.0,0.429,-0.04,-0.655,-0.621
634556,4164.0,9052.0,782.0,-2044.0,-752.0,-2166.0,0.412,-0.039,-0.647,-0.641
634578,4542.0,7584.0,864.0,-1891.0,-704.0,-1903.0,0.396,-0.039,-0.639,-0.659
634600,3788.0,8482.0,122.0,-1906.0,-628.0,-1748.0,0.381,-0.039,-0.63,-0.676
634612,4246.0,8220.0,742.0,-2086.0,-691.0,-1623.0,0.366,-0.041,-0.619,-0.693
634634,3966.0,8316.0,584.0,-2073.0,-618.0,-1548.0,0.352,-0.042,-0.609,-0.71
634646,4042.0,8710.0,1004.0,-2064.0,-610.0,-1609.0,0.337,-0.044,-0.597,-0.726
634668,3692.0,9250.0,1116.0,-2241.0,-590.0,-1739.0,0.322,-0.045,-0.585,-0.743
634680,3282.0,8244.0,576.0,-2498.0,-717.0,-1736.0,0.305,-0.047,-0.57,-0.761
634702,3576.0,7880.0,874.0,-2299.0,-713.0,-1789.0,0.287,-0.049,-0.557,-0.778
634714,3950.0,8588.0,2030.0,-2020.0,-637.0,-1828.0,0.27,-0.05,-0.545,-0.792
634736,3060.0,8612.0,1738.0,-2156.0,-678.0,-1826.0,0.253,-0.05,-0.531,-0.807
634758,2834.0,8390.0,1576.0,-2170.0,-739.0,-1864.0,0.234,-0.051,-0.518,-0.821
634770,2930.0,7890.0,1340.0,-2042.0,-864.0,-1906.0,0.214,-0.053,-0.506,-0.834
634792,2866.0,7572.0,1384.0,-1709.0,-938.0,-1960.0,0.194,-0.055,-0.496,-0.845
