timeMs,ax,ay,az,gx,gy,gz,q0,q1,q2,q3
591391,6548.0,3582.0,-4680.0,-1041.0,-163.0,494.0,0.444,-0.115,-0.829,-0.319
591414,6840.0,3210.0,-3590.0,-1053.0,-132.0,503.0,0.444,-0.123,-0.826,-0.325
591427,6586.0,3784.0,-3942.0,-1090.0,-153.0,402.0,0.443,-0.13,-0.823,-0.331
591450,6402.0,4212.0,-3592.0,-1218.0,-200.0,503.0,0.441,-0.139,-0.82,-0.338
591463,6514.0,4744.0,-3420.0,-1473.0,-319.0,633.0,0.439,-0.151,-0.816,-0.346
591486,6624.0,3232.0,-3786.0,-1544.0,-241.0,754.0,0.437,-0.163,-0.811,-0.354
591499,6670.0,3754.0,-3560.0,-1509.0,-263.0,734.0,0.435,-0.175,-0.806,-0.361
591522,7006.0,3888.0,-3228.0,-1485.0,-200.0,685.0,0.434,-0.187,-0.8,-0.369
591535,6580.0,3472.0,-3696.0,-1463.0,-37.0,660.0,0.433,-0.197,-0.794,-0.377
591548,6548.0,3382.0,-4548.0,-1483.0,19.0,800.0,0.433,-0.209,-0.788,-0.384
591571,6276.0,3078.0,-4634.0,-1577.0,-36.0,909.0,0.433,-0.221,-0.781,-0.392
591584,6756.0,2350.0,-3974.0,-1787.0,-27.0,895.0,0.432,-0.235,-0.773,-0.401
591607,6712.0,2414.0,-3792.0,-1785.0,32.0,877.0,0.432,-0.248,-0.764,-0.409
591620,6614.0,2394.0,-3432.0,-1738.0,36.0,817.0,0.431,-0.261,-0.756,-0.418
591643,6550.0,3040.0,-3390.0,-1662.0,18.0,803.0,0.43,-0.273,-0.747,-0.426
591656,6936.0,3494.0,-3046.0,-1894.0,371.0,1176.0,0.433,-0.287,-0.735,-0.435
591679,6804.0,2200.0,-3226.0,-1768.0,303.0,1415.0,0.436,-0.303,-0.723,-0.442
591692,6696.0,2146.0,-2592.0,-1587.0,234.0,1135.0,0.437,-0.316,-0.713,-0.449
