timeMs,ax,ay,az,gx,gy,gz,q0,q1,q2,q3
3808682,7190.0,3183.0,-580.0,-1048.0,-355.0,29.0,0.424,-0.306,-0.675,-0.521
3808695,6760.0,4215.0,-1242.0,-1039.0,-326.0,66.0,0.42,-0.311,-0.671,-0.526
3808718,7114.0,3787.0,-1356.0,-1054.0,-318.0,58.0,0.415,-0.317,-0.667,-0.531
3808731,7216.0,4245.0,-1202.0,-1094.0,-348.0,41.0,0.41,-0.322,-0.664,-0.536
3808754,7166.0,4053.0,-1058.0,-1102.0,-352.0,73.0,0.406,-0.328,-0.66,-0.541
3808767,7178.0,4003.0,-972.0,-1028.0,-363.0,91.0,0.401,-0.334,-0.656,-0.546
3808790,7140.0,4185.0,-834.0,-959.0,-393.0,65.0,0.396,-0.339,-0.653,-0.55
3808803,7256.0,4209.0,-860.0,-884.0,-426.0,103.0,0.392,-0.344,-0.65,-0.553
3808816,7186.0,3879.0,-1098.0,-813.0,-421.0,154.0,0.388,-0.35,-0.647,-0.556
3808839,7202.0,3823.0,-638.0,-694.0,-416.0,159.0,0.384,-0.355,-0.645,-0.557
3808852,7116.0,3757.0,-736.0,-637.0,-387.0,134.0,0.381,-0.36,-0.643,-0.559
3808875,6996.0,3817.0,-810.0,-551.0,-375.0,148.0,0.378,-0.364,-0.641,-0.56
3808888,7188.0,3809.0,-746.0,-461.0,-389.0,110.0,0.375,-0.368,-0.64,-0.561
3808911,7146.0,4139.0,-486.0,-365.0,-414.0,120.0,0.373,-0.371,-0.639,-0.561
3808924,7174.0,4055.0,-682.0,-342.0,-483.0,133.0,0.37,-0.375,-0.639,-0.561
3808947,7498.0,3407.0,-578.0,-288.0,-465.0,140.0,0.367,-0.379,-0.639,-0.56
3808960,7252.0,3251.0,-894.0,-213.0,-425.0,109.0,0.365,-0.382,-0.639,-0.559
3808983,7192.0,3757.0,-980.0,-234.0,-409.0,122.0,0.363,-0.385,-0.639,-0.558
3808996,7244.0,3901.0,-1032.0,-351.0,-414.0,190.0,0.36,-0.389,-0.639,-0.558
3809009,7118.0,3945.0,-918.0,-474.0,-437.0,334.0,0.358,-0.395,-0.637,-0.557
3809032,7428.0,3199.0,-344.0,-504.0,-423.0,407.0,0.356,-0.4,-0.634,-0.557
3820004,-681.0,6144.0,4066.0,488.0,-416.0,-130.0,0.525,0.26,0.442,0.679
3820007,-749.0,6646.0,4206.0,726.0,-322.0,-232.0,0.526,0.265,0.445,0.674
3820011,-823.0,7352.0,3866.0,752.0,-189.0,-300.0,0.527,0.269,0.45,0.669
3820014,-929.0,6610.0,3362.0,735.0,-87.0,-367.0,0.528,0.271,0.455,0.664
3820017,-865.0,7792.0,3310.0,748.0,-62.0,-346.0,0.529,0.274,0.46,0.659
