timeMs,ax,ay,az,gx,gy,gz,q0,q1,q2,q3
814381,6722.0,3766.0,-3804.0,-834.0,-334.0,445.0,0.434,-0.157,-0.798,-0.387
814394,6690.0,3952.0,-3766.0,-1020.0,-430.0,509.0,0.431,-0.166,-0.796,-0.391
814417,7082.0,3600.0,-3432.0,-993.0,-413.0,611.0,0.429,-0.176,-0.793,-0.395
814430,6792.0,4132.0,-2426.0,-884.0,-586.0,619.0,0.426,-0.186,-0.791,-0.398
814443,6546.0,4156.0,-2326.0,-947.0,-600.0,662.0,0.422,-0.196,-0.789,-0.401
814466,6106.0,3994.0,-2646.0,-992.0,-562.0,724.0,0.419,-0.207,-0.786,-0.405
814479,6126.0,4030.0,-2936.0,-1077.0,-471.0,758.0,0.416,-0.218,-0.783,-0.408
814502,6142.0,3482.0,-3184.0,-930.0,-381.0,774.0,0.415,-0.228,-0.779,-0.411
814515,6300.0,3636.0,-3312.0,-948.0,-337.0,722.0,0.413,-0.238,-0.775,-0.414
814538,6510.0,3178.0,-2926.0,-1176.0,-182.0,781.0,0.412,-0.249,-0.77,-0.419
814551,6030.0,4210.0,-2548.0,-1371.0,-152.0,891.0,0.411,-0.26,-0.763,-0.425
814574,6216.0,4234.0,-2602.0,-1745.0,-158.0,1095.0,0.41,-0.275,-0.754,-0.432
814592,6646.0,2504.0,-3206.0,-1586.0,-47.0,1201.0,0.411,-0.289,-0.745,-0.438
814605,6248.0,4288.0,-3404.0,-1524.0,-189.0,1180.0,0.41,-0.304,-0.737,-0.444
814618,6812.0,3074.0,-3576.0,-1451.0,-185.0,1176.0,0.409,-0.318,-0.728,-0.448
814641,6558.0,3842.0,-3360.0,-1550.0,-211.0,1289.0,0.409,-0.333,-0.719,-0.453
814654,7500.0,1440.0,-3098.0,-1586.0,296.0,1417.0,0.412,-0.347,-0.707,-0.458
814677,6888.0,3676.0,-3064.0,-1599.0,289.0,1681.0,0.416,-0.363,-0.694,-0.463
814690,7146.0,2942.0,-3404.0,-1684.0,185.0,1425.0,0.417,-0.378,-0.681,-0.469
814713,7388.0,2408.0,-2974.0,-1367.0,173.0,1241.0,0.419,-0.39,-0.67,-0.473
830347,12566.0,302.0,20496.0,-15360.0,7774.0,1868.0,0.329,0.018,-0.937,0.111
830351,7484.0,1698.0,-2418.0,298.0,-44.0,-49.0,0.34,-0.548,-0.574,-0.505
830354,7480.0,1702.0,-2200.0,220.0,2.0,-28.0,0.341,-0.547,-0.575,-0.504
830357,7736.0,1180.0,-1978.0,170.0,-26.0,-35.0,0.342,-0.546,-0.576,-0.503
830361,7718.0,1648.0,-2412.0,263.0,-28.0,-113.0,0.342,-0.545,-0.578,-0.502
830364,7928.0,2316.0,-2708.0,388.0,-46.0,-196.0,0.343,-0.543,-0.581,-0.5
830367,7840.0,2358.0,-2940.0,453.0,-57.0,-192.0,0.344,-0.541,-0.584,-0.498
830371,7662.0,2018.0,-3000.0,457.0,-21.0,-145.0,0.345,-0.539,-0.587,-0.496
830374,7582.0,1962.0,-2818.0,493.0,13.0,-131.0,0.347,-0.537,-0.59,-0.493
830377,7494.0,1658.0,-2558.0,506.0,39.0,-121.0,0.349,-0.534,-0.593,-0.491
830381,7690.0,1570.0,-2416.0,493.0,76.0,-166.0,0.351,-0.531,-0.596,-0.489
830384,7742.0,1626.0,-2558.0,536.0,109.0,-202.0,0.354,-0.528,-0.599,-0.487
830387,7710.0,1994.0,-2448.0,537.0,107.0,-225.0,0.356,-0.525,-0.602,-0.486
830391,7768.0,2052.0,-2228.0,436.0,55.0,-205.0,0.357,-0.522,-0.605,-0.484
830394,7822.0,1940.0,-2018.0,344.0,19.0,-163.0,0.358,-0.519,-0.607,-0.483
830397,7752.0,1966.0,-2094.0,234.0,-16.0,-136.0,0.359,-0.518,-0.609,-0.482
830400,7834.0,1960.0,-2184.0,72.0,-23.0,-59.0,0.359,-0.517,-0.609,-0.482
830404,7900.0,1976.0,-2296.0,14.0,-6.0,9.0,0.359,-0.518,-0.609,-0.482
830407,7880.0,1938.0,-2286.0,-63.0,-3.0,61.0,0.359,-0.518,-0.609,-0.482
830410,7706.0,1966.0,-2306.0,-150.0,-14.0,135.0,0.358,-0.519,-0.608,-0.482
830414,7734.0,1602.0,-2280.0,-239.0,-2.0,199.0,0.358,-0.521,-0.606,-0.483
830417,7692.0,1634.0,-2424.0,-269.0,0.0,208.0,0.358,-0.523,-0.603,-0.484
830420,7634.0,1514.0,-2444.0,-251.0,5.0,181.0,0.357,-0.525,-0.601,-0.484
830424,7692.0,1572.0,-2588.0,-252.0,48.0,133.0,0.357,-0.527,-0.599,-0.486
830427,7602.0,1864.0,-2644.0,-280.0,64.0,110.0,0.356,-0.528,-0.597,-0.487
830430,7586.0,1914.0,-2424.0,-284.0,69.0,118.0,0.356,-0.529,-0.595,-0.489
830434,7728.0,1828.0,-2456.0,-305.0,49.0,122.0,0.355,-0.531,-0.593,-0.49
830437,7936.0,1886.0,-2668.0,-270.0,15.0,128.0,0.354,-0.532,-0.591,-0.491
830440,8324.0,2458.0,-2522.0,-308.0,-112.0,180.0,0.353,-0.535,-0.589,-0.492
830444,8392.0,2726.0,-1566.0,-361.0,-267.0,397.0,0.352,-0.539,-0.587,-0.491
830447,8046.0,3120.0,-1566.0,-460.0,-415.0,638.0,0.35,-0.546,-0.583,-0.49
830460,7874.0,2590.0,-2226.0,-420.0,-383.0,854.0,0.349,-0.554,-0.578,-0.488
830473,8364.0,1876.0,-3044.0,-501.0,-372.0,848.0,0.348,-0.561,-0.572,-0.486
830496,8180.0,458.0,-3438.0,-503.0,-220.0,735.0,0.348,-0.568,-0.567,-0.485
830509,7774.0,136.0,-3552.0,-458.0,-68.0,563.0,0.348,-0.573,-0.562,-0.484
830532,7324.0,-706.0,-3206.0,-505.0,103.0,298.0,0.347,-0.576,-0.558,-0.486
830545,7244.0,62.0,-2802.0,-446.0,165.0,10.0,0.346,-0.577,-0.555,-0.489
830558,7324.0,380.0,-2346.0,-395.0,254.0,-133.0,0.344,-0.577,-0.553,-0.493
830581,7240.0,620.0,-2210.0,-339.0,348.0,-204.0,0.343,-0.575,-0.551,-0.497
830594,7326.0,952.0,-2200.0,-274.0,360.0,-279.0,0.342,-0.573,-0.55,-0.502
830617,7300.0,1496.0,-2118.0,-275.0,319.0,-287.0,0.341,-0.571,-0.549,-0.506
830630,7250.0,1550.0,-2074.0,-336.0,281.0,-163.0,0.34,-0.57,-0.548,-0.509
830653,7298.0,1518.0,-2116.0,-392.0,244.0,-30.0,0.339,-0.57,-0.545,-0.513
830666,7474.0,1238.0,-2094.0,-393.0,213.0,37.0,0.338,-0.571,-0.542,-0.516
830689,7566.0,1414.0,-2008.0,-389.0,206.0,80.0,0.337,-0.571,-0.539,-0.519
830702,7558.0,1150.0,-2132.0,-361.0,218.0,141.0,0.337,-0.572,-0.536,-0.521
