timeMs,ax,ay,az,gx,gy,gz,q0,q1,q2,q3
1564020,4534.0,5606.0,4260.0,-4.0,261.0,-137.0,0.075,0.346,0.338,0.872
1564032,4598.0,5726.0,4372.0,-9.0,272.0,-150.0,0.075,0.343,0.338,0.873
1564054,4594.0,6010.0,4578.0,-2.0,287.0,-172.0,0.076,0.34,0.339,0.874
1564066,4678.0,6150.0,4570.0,19.0,329.0,-226.0,0.076,0.337,0.341,0.875
1564088,4670.0,6190.0,4848.0,51.0,406.0,-291.0,0.077,0.332,0.342,0.875
1564110,4860.0,6500.0,5368.0,77.0,471.0,-390.0,0.078,0.327,0.344,0.876
1564122,5092.0,6628.0,5666.0,111.0,598.0,-472.0,0.08,0.321,0.347,0.877
1564144,5100.0,6420.0,5428.0,216.0,787.0,-560.0,0.081,0.313,0.351,0.879
1564156,4922.0,6276.0,5366.0,313.0,1001.0,-671.0,0.082,0.303,0.357,0.88
1564178,4912.0,6502.0,5460.0,338.0,1133.0,-753.0,0.084,0.291,0.362,0.881
1564190,4786.0,6030.0,5110.0,281.0,1239.0,-771.0,0.085,0.279,0.368,0.883
1564212,4032.0,5430.0,4586.0,324.0,1323.0,-764.0,0.085,0.265,0.373,0.885
1564234,3500.0,5366.0,4252.0,418.0,1326.0,-758.0,0.086,0.252,0.38,0.886
1564246,2838.0,5130.0,3934.0,400.0,1270.0,-675.0,0.086,0.24,0.386,0.887
1564268,2138.0,5114.0,3852.0,330.0,1153.0,-584.0,0.086,0.228,0.391,0.888
1564280,1414.0,5038.0,3656.0,261.0,994.0,-485.0,0.085,0.219,0.395,0.888
1564302,782.0,5134.0,3514.0,267.0,813.0,-377.0,0.085,0.211,0.398,0.889
1564314,512.0,5366.0,3578.0,265.0,635.0,-306.0,0.085,0.205,0.402,0.889
1564336,438.0,5730.0,3756.0,197.0,465.0,-237.0,0.084,0.2,0.404,0.889
1564348,498.0,6172.0,3924.0,49.0,294.0,-193.0,0.085,0.197,0.405,0.889
1564370,756.0,6228.0,4024.0,-81.0,154.0,-167.0,0.086,0.195,0.405,0.889
1564382,972.0,6504.0,4194.0,-127.0,59.0,-196.0,0.087,0.193,0.405,0.89
1564404,1270.0,6532.0,4282.0,-111.0,9.0,-229.0,0.089,0.192,0.404,0.89
1564416,1366.0,6468.0,4434.0,-44.0,-14.0,-247.0,0.092,0.191,0.405,0.89
1564438,1624.0,6600.0,4530.0,15.0,-30.0,-300.0,0.094,0.19,0.405,0.889
1564460,1830.0,6886.0,4772.0,-38.0,-56.0,-325.0,0.097,0.189,0.406,0.889
1564472,2170.0,6830.0,4824.0,-155.0,-83.0,-350.0,0.101,0.189,0.405,0.889
1564494,2506.0,6650.0,5068.0,-262.0,-87.0,-420.0,0.105,0.188,0.403,0.889
1564506,2770.0,6514.0,5002.0,-319.0,-76.0,-489.0,0.11,0.186,0.402,0.89
1564528,2678.0,5896.0,4962.0,-283.0,-34.0,-505.0,0.114,0.185,0.4,0.89
1564540,2794.0,5684.0,4842.0,-134.0,35.0,-546.0,0.119,0.183,0.4,0.89
1564562,2764.0,5612.0,4844.0,-35.0,111.0,-510.0,0.123,0.18,0.4,0.89
1564574,2564.0,5714.0,4884.0,-16.0,148.0,-467.0,0.126,0.177,0.401,0.89
1564596,2380.0,5662.0,4846.0,-56.0,161.0,-410.0,0.129,0.174,0.401,0.89
1564618,2284.0,5490.0,4770.0,-79.0,169.0,-340.0,0.131,0.172,0.401,0.89
1564630,2120.0,5356.0,4694.0,-6.0,198.0,-277.0,0.132,0.169,0.402,0.89
1564652,1978.0,5370.0,4602.0,107.0,231.0,-211.0,0.133,0.167,0.404,0.89
