timeMs,ax,ay,az,gx,gy,gz,q0,q1,q2,q3
674310,7462.0,3724.0,232.0,-232.0,-46.0,-3.0,0.046,-0.627,-0.346,-0.696
674322,7506.0,3534.0,150.0,-232.0,-31.0,10.0,0.045,-0.627,-0.345,-0.697
674344,7484.0,3468.0,218.0,-177.0,12.0,-6.0,0.044,-0.627,-0.344,-0.698
674356,7540.0,3740.0,238.0,-166.0,31.0,-40.0,0.043,-0.627,-0.343,-0.698
674378,7450.0,3480.0,220.0,-142.0,71.0,-36.0,0.042,-0.626,-0.342,-0.699
674390,7386.0,3344.0,216.0,-96.0,95.0,-52.0,0.042,-0.626,-0.342,-0.7
674413,7336.0,3262.0,164.0,-25.0,143.0,-93.0,0.042,-0.624,-0.342,-0.701
674435,7172.0,3412.0,92.0,20.0,167.0,-112.0,0.042,-0.623,-0.343,-0.702
674447,7180.0,3680.0,88.0,24.0,166.0,-96.0,0.042,-0.621,-0.344,-0.703
674469,7210.0,3378.0,182.0,59.0,169.0,-77.0,0.042,-0.62,-0.344,-0.704
674481,7158.0,3290.0,6.0,122.0,189.0,-68.0,0.043,-0.618,-0.346,-0.704
674503,7146.0,3392.0,-14.0,148.0,188.0,-71.0,0.044,-0.617,-0.347,-0.705
674515,7214.0,3438.0,72.0,144.0,166.0,-44.0,0.045,-0.616,-0.348,-0.705
674537,7074.0,3424.0,154.0,171.0,151.0,-26.0,0.047,-0.615,-0.349,-0.706
674549,6874.0,3380.0,148.0,171.0,114.0,-2.0,0.048,-0.614,-0.351,-0.706
674571,6884.0,3536.0,208.0,187.0,58.0,35.0,0.05,-0.613,-0.352,-0.705
674583,6814.0,3504.0,400.0,194.0,2.0,99.0,0.051,-0.614,-0.352,-0.705
674605,6734.0,3676.0,252.0,214.0,-65.0,170.0,0.054,-0.614,-0.353,-0.704
674627,6790.0,3734.0,218.0,197.0,-120.0,251.0,0.056,-0.616,-0.353,-0.702
674639,6902.0,3782.0,288.0,217.0,-165.0,309.0,0.059,-0.618,-0.353,-0.7
674661,7048.0,3640.0,364.0,239.0,-203.0,353.0,0.062,-0.62,-0.352,-0.698
674673,7240.0,3790.0,224.0,243.0,-239.0,360.0,0.065,-0.622,-0.352,-0.696
674695,7464.0,3810.0,248.0,253.0,-249.0,386.0,0.068,-0.625,-0.352,-0.693
674707,7630.0,3812.0,158.0,239.0,-250.0,374.0,0.071,-0.628,-0.351,-0.691
674729,7732.0,3678.0,66.0,271.0,-226.0,342.0,0.074,-0.63,-0.351,-0.689
674741,7890.0,3776.0,-66.0,265.0,-207.0,293.0,0.076,-0.632,-0.351,-0.686
674763,7910.0,3640.0,-26.0,263.0,-163.0,254.0,0.079,-0.634,-0.352,-0.684
674785,7916.0,3644.0,12.0,249.0,-117.0,187.0,0.081,-0.635,-0.352,-0.683
674797,7960.0,3596.0,-58.0,231.0,-76.0,131.0,0.083,-0.636,-0.353,-0.681
674819,7854.0,3492.0,4.0,236.0,-21.0,68.0,0.085,-0.636,-0.354,-0.68
674831,7778.0,3568.0,-82.0,209.0,9.0,19.0,0.086,-0.636,-0.356,-0.68
674853,7644.0,3630.0,-82.0,147.0,22.0,-14.0,0.087,-0.635,-0.357,-0.68
674865,7598.0,3298.0,-124.0,125.0,55.0,-43.0,0.088,-0.635,-0.358,-0.679
674887,7440.0,3316.0,-38.0,113.0,75.0,-81.0,0.088,-0.634,-0.359,-0.68
674899,7332.0,3378.0,46.0,81.0,74.0,-89.0,0.088,-0.633,-0.36,-0.68
674921,7296.0,3200.0,30.0,59.0,81.0,-106.0,0.088,-0.632,-0.361,-0.68
674933,7180.0,3356.0,138.0,44.0,64.0,-110.0,0.088,-0.631,-0.362,-0.681
674956,7122.0,3202.0,36.0,-7.0,49.0,-98.0,0.087,-0.63,-0.362,-0.681
674978,7072.0,3334.0,10.0,-31.0,44.0,-97.0,0.087,-0.63,-0.363,-0.682
674990,7214.0,3212.0,-60.0,-73.0,33.0,-88.0,0.086,-0.629,-0.363,-0.682
675012,7162.0,3222.0,54.0,-65.0,25.0,-76.0,0.085,-0.629,-0.363,-0.683
675024,7202.0,3384.0,60.0,-76.0,13.0,-56.0,0.084,-0.629,-0.362,-0.683
675046,7228.0,3530.0,20.0,-79.0,3.0,-46.0,0.084,-0.628,-0.362,-0.683
675058,7290.0,3468.0,-104.0,-98.0,-12.0,-18.0,0.083,-0.628,-0.362,-0.684
675080,7336.0,3472.0,-112.0,-107.0,-23.0,-12.0,0.082,-0.629,-0.361,-0.684
675092,7408.0,3550.0,-16.0,-91.0,-30.0,5.0,0.081,-0.629,-0.361,-0.684
675114,7478.0,3612.0,76.0,-94.0,-46.0,25.0,0.081,-0.629,-0.36,-0.684
675126,7440.0,3596.0,198.0,-83.0,-54.0,34.0,0.08,-0.63,-0.359,-0.684
675148,7516.0,3628.0,42.0,-78.0,-58.0,18.0,0.08,-0.63,-0.359,-0.684
675170,7564.0,3538.0,-18.0,-74.0,-62.0,17.0,0.079,-0.631,-0.358,-0.684
675182,7436.0,3540.0,-124.0,-72.0,-49.0,11.0,0.079,-0.631,-0.358,-0.684
675204,7510.0,3532.0,-52.0,-64.0,-32.0,-11.0,0.078,-0.631,-0.358,-0.684
675216,7402.0,3418.0,-72.0,-52.0,-8.0,-24.0,0.078,-0.631,-0.358,-0.684
675238,7448.0,3416.0,-108.0,-18.0,8.0,-49.0,0.077,-0.631,-0.358,-0.684
675250,7364.0,3574.0,-162.0,-4.0,28.0,-49.0,0.077,-0.63,-0.358,-0.684
675272,7376.0,3380.0,-124.0,-4.0,33.0,-44.0,0.077,-0.63,-0.358,-0.685
675284,7352.0,3472.0,-66.0,3.0,43.0,-36.0,0.077,-0.63,-0.359,-0.685
675306,7344.0,3394.0,32.0,17.0,34.0,-24.0,0.077,-0.629,-0.359,-0.685
675328,7354.0,3384.0,-134.0,33.0,33.0,-23.0,0.077,-0.629,-0.359,-0.685
675340,7338.0,3352.0,-180.0,30.0,32.0,-15.0,0.077,-0.629,-0.359,-0.685
675362,7302.0,3392.0,-98.0,18.0,18.0,8.0,0.077,-0.628,-0.36,-0.685
675374,7256.0,3382.0,-4.0,2.0,1.0,8.0,0.077,-0.628,-0.36,-0.685
675396,7320.0,3394.0,66.0,9.0,-14.0,16.0,0.078,-0.629,-0.36,-0.685
675408,7368.0,3454.0,-56.0,-5.0,-29.0,14.0,0.078,-0.629,-0.36,-0.685
675430,7282.0,3364.0,-90.0,-16.0,-33.0,28.0,0.078,-0.629,-0.359,-0.685
675442,7374.0,3412.0,-158.0,-12.0,-19.0,23.0,0.078,-0.629,-0.359,-0.685
675464,7398.0,3440.0,-174.0,-19.0,-2.0,29.0,0.078,-0.629,-0.359,-0.685
675486,7474.0,3418.0,-180.0,-6.0,16.0,14.0,0.078,-0.629,-0.359,-0.685
675498,7498.0,3526.0,-172.0,-1.0,33.0,15.0,0.078,-0.629,-0.359,-0.685
675520,7558.0,3350.0,-130.0,2.0,38.0,7.0,0.078,-0.629,-0.359,-0.685
675532,7546.0,3406.0,-82.0,8.0,40.0,-18.0,0.078,-0.629,-0.359,-0.686
675554,7448.0,3406.0,-10.0,7.0,36.0,-26.0,0.078,-0.628,-0.359,-0.686
675566,7412.0,3494.0,-12.0,-3.0,24.0,-24.0,0.078,-0.628,-0.359,-0.686
675588,7450.0,3492.0,-14.0,-3.0,22.0,-26.0,0.078,-0.628,-0.359,-0.686
675605,7348.0,3290.0,-106.0,-4.0,23.0,-51.0,0.078,-0.627,-0.36,-0.686
675617,7364.0,3384.0,-80.0,-17.0,14.0,-69.0,0.077,-0.627,-0.36,-0.687
675639,7308.0,3486.0,-106.0,-20.0,11.0,-84.0,0.077,-0.627,-0.361,-0.687
675661,7216.0,3506.0,-36.0,-18.0,16.0,-94.0,0.076,-0.626,-0.361,-0.687
675673,7192.0,3520.0,-60.0,-29.0,5.0,-105.0,0.075,-0.626,-0.362,-0.687
675695,7190.0,3518.0,100.0,-37.0,-11.0,-83.0,0.074,-0.625,-0.362,-0.687
675707,7250.0,3510.0,236.0,1.0,-18.0,-97.0,0.074,-0.625,-0.362,-0.687
675729,7278.0,3388.0,40.0,87.0,17.0,-111.0,0.074,-0.625,-0.364,-0.687
675741,7362.0,3560.0,-150.0,113.0,42.0,-135.0,0.074,-0.624,-0.365,-0.687
675763,7332.0,3754.0,-64.0,104.0,65.0,-137.0,0.074,-0.623,-0.367,-0.687
675775,7384.0,3648.0,6.0,90.0,71.0,-129.0,0.073,-0.622,-0.368,-0.687
675797,7380.0,3542.0,206.0,116.0,81.0,-140.0,0.074,-0.621,-0.37,-0.688
675809,7372.0,3592.0,200.0,112.0,77.0,-148.0,0.074,-0.619,-0.371,-0.688
