timeMs,ax,ay,az,gx,gy,gz,q0,q1,q2,q3
2997993,7702.0,2247.0,-1127.0,592.0,211.0,-505.0,0.217,-0.697,-0.351,-0.587
2998016,7664.0,2553.0,-1569.0,496.0,129.0,-720.0,0.216,-0.693,-0.358,-0.587
2998029,7756.0,2215.0,-1533.0,418.0,198.0,-875.0,0.214,-0.688,-0.366,-0.589
2998042,7402.0,2401.0,-1689.0,423.0,78.0,-799.0,0.213,-0.684,-0.373,-0.59
2998065,7408.0,2137.0,-1913.0,418.0,70.0,-486.0,0.213,-0.681,-0.379,-0.59
2998078,7536.0,1555.0,-2143.0,387.0,52.0,15.0,0.215,-0.68,-0.38,-0.588
2998101,7336.0,1929.0,-2075.0,433.0,5.0,224.0,0.219,-0.68,-0.381,-0.586
2998114,7312.0,2087.0,-2079.0,341.0,14.0,65.0,0.221,-0.68,-0.383,-0.585
2998137,7418.0,1893.0,-2181.0,262.0,-80.0,-314.0,0.221,-0.679,-0.386,-0.584
2998150,7688.0,1885.0,-2123.0,214.0,-56.0,-372.0,0.219,-0.677,-0.39,-0.584
2998173,7674.0,1763.0,-2163.0,272.0,-107.0,-260.0,0.219,-0.677,-0.393,-0.583
2998186,7598.0,1161.0,-2139.0,447.0,-95.0,-94.0,0.221,-0.676,-0.396,-0.581
2998199,7834.0,1689.0,-2061.0,497.0,-35.0,57.0,0.224,-0.676,-0.398,-0.579
2998222,7636.0,1805.0,-2237.0,487.0,-2.0,-34.0,0.227,-0.675,-0.401,-0.577
2998235,7614.0,1721.0,-2275.0,394.0,-45.0,-8.0,0.229,-0.674,-0.403,-0.575
2998258,7774.0,1381.0,-1881.0,346.0,-52.0,49.0,0.231,-0.674,-0.405,-0.573
2998271,7546.0,935.0,-1975.0,437.0,-74.0,-152.0,0.232,-0.673,-0.408,-0.572
2998294,7584.0,1501.0,-2101.0,432.0,-60.0,-330.0,0.233,-0.671,-0.412,-0.57
2998307,7382.0,1605.0,-2277.0,337.0,-65.0,-308.0,0.233,-0.67,-0.416,-0.569
2998330,7820.0,1341.0,-2205.0,346.0,-96.0,-180.0,0.233,-0.669,-0.419,-0.568
2998343,7700.0,1281.0,-2187.0,384.0,-116.0,-128.0,0.234,-0.669,-0.422,-0.566
3094710,-12660.0,30040.0,-2598.0,219.0,-167.0,-1.0,0.979,-0.204,-0.002,0.002
3094721,-2235.0,219.0,511.0,28.0,219.0,-167.0,0.984,0.12,-0.132,0.021
3094733,262.0,479.0,28.0,219.0,-167.0,-2648.0,0.986,-0.166,0.015,0.002
3094745,-1235.0,26.0,213.0,28.0,219.0,-167.0,0.994,0.092,-0.066,0.007
3094756,7304.0,1693.0,369.0,-734.0,-283.0,140.0,0.583,-0.261,-0.67,-0.379
3094759,6792.0,2365.0,-127.0,-861.0,-257.0,143.0,0.579,-0.268,-0.668,-0.383
3094762,6922.0,2161.0,-257.0,-1004.0,-303.0,185.0,0.575,-0.276,-0.665,-0.388
3094766,6852.0,1647.0,-583.0,-955.0,-309.0,105.0,0.571,-0.283,-0.663,-0.392
3094769,7424.0,1865.0,-553.0,-897.0,-280.0,28.0,0.567,-0.289,-0.661,-0.397
3094772,7704.0,1941.0,-745.0,-887.0,-180.0,-44.0,0.563,-0.295,-0.659,-0.403
3094776,7660.0,2433.0,-1139.0,-931.0,-65.0,-56.0,0.559,-0.3,-0.656,-0.409
3094779,7978.0,2043.0,149.0,-1030.0,-17.0,54.0,0.556,-0.306,-0.652,-0.415
3094802,8458.0,1457.0,1025.0,-958.0,51.0,118.0,0.554,-0.312,-0.647,-0.421
3094815,9368.0,1595.0,1493.0,-860.0,71.0,13.0,0.552,-0.316,-0.643,-0.426
3094833,8996.0,2065.0,1339.0,-884.0,74.0,-89.0,0.549,-0.32,-0.639,-0.433
3094846,8962.0,1029.0,1881.0,-947.0,32.0,-64.0,0.546,-0.325,-0.635,-0.439
3094869,8542.0,981.0,1961.0,-794.0,-79.0,-129.0,0.543,-0.329,-0.632,-0.444
3094882,8008.0,1219.0,1487.0,-633.0,-199.0,-259.0,0.539,-0.332,-0.631,-0.449
