timeMs,ax,ay,az,gx,gy,gz,q0,q1,q2,q3
1444793,5954.0,4940.0,3352.0,1.0,17.0,85.0,0.017,0.468,0.312,0.827
1444805,5902.0,5018.0,3322.0,-16.0,31.0,63.0,0.016,0.468,0.311,0.827
1444827,5872.0,4886.0,3448.0,-34.0,32.0,48.0,0.016,0.468,0.311,0.827
1444839,5872.0,5012.0,3544.0,-33.0,40.0,16.0,0.015,0.467,0.311,0.827
1444861,5970.0,5016.0,3532.0,-32.0,69.0,-3.0,0.015,0.467,0.311,0.828
1444883,6066.0,4920.0,3608.0,-19.0,100.0,-26.0,0.015,0.466,0.311,0.828
1444895,6208.0,5072.0,3750.0,2.0,161.0,-95.0,0.015,0.464,0.312,0.829
1444917,6338.0,4990.0,3984.0,20.0,234.0,-149.0,0.015,0.462,0.313,0.83
1444929,6578.0,4930.0,4164.0,90.0,344.0,-255.0,0.016,0.458,0.315,0.831
1444951,6982.0,4886.0,4296.0,201.0,481.0,-393.0,0.016,0.453,0.318,0.833
1444963,7410.0,4732.0,4332.0,358.0,689.0,-544.0,0.016,0.446,0.323,0.834
1444985,7800.0,4762.0,4286.0,561.0,928.0,-707.0,0.017,0.437,0.331,0.836
1444997,7834.0,4948.0,3774.0,751.0,1158.0,-874.0,0.017,0.425,0.341,0.838
1445019,7566.0,5094.0,3856.0,871.0,1334.0,-985.0,0.016,0.412,0.352,0.841
1445041,7182.0,5372.0,4232.0,887.0,1428.0,-1083.0,0.016,0.397,0.363,0.843
1445053,6680.0,5606.0,4180.0,793.0,1455.0,-1135.0,0.017,0.382,0.374,0.845
1445075,5942.0,5196.0,3566.0,685.0,1482.0,-1101.0,0.018,0.366,0.383,0.848
1445087,4926.0,5194.0,3532.0,659.0,1436.0,-1043.0,0.019,0.351,0.392,0.85
1445109,4228.0,5462.0,3858.0,585.0,1302.0,-1016.0,0.02,0.337,0.4,0.852
1445121,3552.0,5382.0,3886.0,468.0,1166.0,-926.0,0.021,0.324,0.407,0.853
1445143,2888.0,5500.0,3716.0,378.0,1021.0,-825.0,0.022,0.313,0.413,0.855
1445155,2496.0,5562.0,3548.0,288.0,876.0,-745.0,0.024,0.303,0.418,0.856
1445177,1982.0,5386.0,3398.0,212.0,754.0,-662.0,0.026,0.295,0.421,0.857
1445189,1608.0,5606.0,3600.0,181.0,611.0,-598.0,0.028,0.288,0.425,0.858
1445211,1798.0,6170.0,3806.0,97.0,457.0,-584.0,0.03,0.281,0.427,0.859
1445233,2084.0,6388.0,3904.0,-86.0,342.0,-509.0,0.033,0.276,0.428,0.86
1445245,2236.0,6396.0,3974.0,-155.0,286.0,-443.0,0.036,0.272,0.428,0.861
1445267,2560.0,6670.0,4046.0,-138.0,254.0,-473.0,0.039,0.268,0.429,0.862
1445279,2806.0,6646.0,3932.0,-120.0,250.0,-505.0,0.042,0.264,0.429,0.863
1445301,2964.0,6534.0,3916.0,-95.0,283.0,-565.0,0.046,0.259,0.43,0.864
1445313,3246.0,6784.0,3998.0,-85.0,296.0,-657.0,0.05,0.254,0.431,0.864
1445335,3414.0,6750.0,4014.0,-127.0,309.0,-707.0,0.055,0.248,0.432,0.865
1445347,3682.0,6604.0,4208.0,-120.0,330.0,-744.0,0.06,0.243,0.433,0.866
1445369,3878.0,6420.0,4204.0,-93.0,356.0,-777.0,0.064,0.237,0.434,0.867
1445391,3918.0,6410.0,4130.0,-79.0,386.0,-793.0,0.069,0.231,0.435,0.867
1445403,3914.0,6306.0,3980.0,-106.0,404.0,-797.0,0.074,0.224,0.437,0.868
1445425,3798.0,6032.0,3922.0,-85.0,433.0,-778.0,0.079,0.218,0.438,0.869
1445437,3688.0,5850.0,3882.0,-7.0,458.0,-768.0,0.083,0.212,0.439,0.869
1445459,3584.0,5778.0,3852.0,71.0,486.0,-732.0,0.086,0.205,0.442,0.869
1445471,3278.0,5900.0,3698.0,92.0,500.0,-673.0,0.089,0.198,0.444,0.869
1445488,3002.0,5708.0,3660.0,120.0,501.0,-623.0,0.092,0.192,0.447,0.869
1445510,2648.0,5590.0,3584.0,190.0,487.0,-559.0,0.094,0.186,0.45,0.869
1445522,2282.0,5514.0,3544.0,306.0,474.0,-504.0,0.096,0.181,0.453,0.868
1445544,1932.0,6022.0,3618.0,364.0,432.0,-433.0,0.097,0.176,0.457,0.866
1445566,1754.0,6310.0,3606.0,317.0,361.0,-344.0,0.097,0.172,0.461,0.865
1445578,1562.0,6386.0,3720.0,240.0,285.0,-256.0,0.098,0.169,0.463,0.864
1445600,1306.0,6536.0,3808.0,212.0,228.0,-208.0,0.098,0.166,0.466,0.864
1445612,1214.0,6696.0,3954.0,202.0,188.0,-153.0,0.099,0.164,0.468,0.863
1445634,1178.0,6966.0,3984.0,179.0,154.0,-143.0,0.099,0.162,0.47,0.862
1445646,1278.0,7064.0,4162.0,199.0,156.0,-159.0,0.099,0.161,0.472,0.861
1445668,1172.0,7346.0,4270.0,233.0,189.0,-208.0,0.1,0.159,0.474,0.86
1445680,998.0,7582.0,4368.0,238.0,216.0,-225.0,0.1,0.156,0.476,0.859
1445702,972.0,7768.0,4528.0,200.0,225.0,-252.0,0.101,0.153,0.479,0.859
1445724,1058.0,7766.0,4532.0,138.0,244.0,-307.0,0.102,0.15,0.48,0.858
1445736,938.0,7740.0,4582.0,95.0,281.0,-350.0,0.104,0.147,0.482,0.858
1445758,870.0,7680.0,4602.0,101.0,333.0,-412.0,0.105,0.142,0.484,0.857
1445770,888.0,7548.0,4654.0,141.0,381.0,-451.0,0.107,0.137,0.486,0.857
1445792,766.0,7622.0,4736.0,133.0,439.0,-520.0,0.109,0.131,0.488,0.856
1445804,864.0,7884.0,4786.0,112.0,481.0,-605.0,0.112,0.125,0.49,0.856
1445826,672.0,8112.0,4950.0,154.0,559.0,-673.0,0.114,0.118,0.492,0.855
1445838,510.0,7914.0,4812.0,175.0,615.0,-735.0,0.117,0.11,0.495,0.854
1445860,174.0,7902.0,4690.0,143.0,668.0,-809.0,0.12,0.101,0.498,0.853
1445872,14.0,7766.0,4574.0,7.0,663.0,-864.0,0.124,0.092,0.499,0.852
1445894,-200.0,7222.0,4452.0,-143.0,668.0,-857.0,0.128,0.082,0.5,0.853
1445916,-278.0,7150.0,4464.0,-190.0,667.0,-897.0,0.132,0.072,0.5,0.853
1445928,-248.0,6856.0,4482.0,-266.0,672.0,-906.0,0.136,0.062,0.499,0.854
1445950,-386.0,6980.0,4400.0,-283.0,680.0,-868.0,0.14,0.053,0.498,0.854
1445962,-518.0,6590.0,4380.0,-272.0,679.0,-845.0,0.144,0.043,0.497,0.855
1445984,-552.0,6798.0,4350.0,-270.0,701.0,-861.0,0.148,0.033,0.496,0.855
1445996,-616.0,7040.0,4386.0,-362.0,700.0,-827.0,0.151,0.023,0.494,0.856
1446018,-598.0,6760.0,4386.0,-459.0,711.0,-798.0,0.154,0.014,0.492,0.857
1446040,-566.0,6918.0,4596.0,-483.0,789.0,-818.0,0.157,0.003,0.489,0.858
1446052,-574.0,7172.0,4918.0,-542.0,888.0,-785.0,0.159,-0.008,0.486,0.859
1446074,-896.0,7048.0,5186.0,-651.0,988.0,-710.0,0.161,-0.02,0.482,0.861
1446086,-1132.0,6720.0,5528.0,-812.0,1043.0,-648.0,0.161,-0.032,0.476,0.864
1446108,-1282.0,6714.0,5502.0,-1054.0,1126.0,-638.0,0.161,-0.046,0.469,0.867
1446120,-1520.0,7270.0,5616.0,-1558.0,1277.0,-589.0,0.159,-0.061,0.458,0.872
1446142,-1618.0,6988.0,6376.0,-2150.0,1505.0,-482.0,0.156,-0.078,0.443,0.88
1446154,-2724.0,4972.0,6824.0,-2495.0,1551.0,-377.0,0.151,-0.096,0.423,0.888
1446176,-3076.0,3726.0,6576.0,-2366.0,1656.0,-378.0,0.146,-0.114,0.405,0.895
1446188,-3394.0,3726.0,6612.0,-2146.0,1800.0,-277.0,0.139,-0.133,0.389,0.901
1446210,-3442.0,3116.0,7034.0,-2152.0,1895.0,2.0,0.13,-0.152,0.373,0.906
1446232,-3434.0,3350.0,7618.0,-2149.0,2011.0,265.0,0.117,-0.17,0.357,0.911
1446244,-3668.0,2834.0,6280.0,-2304.0,1914.0,515.0,0.103,-0.187,0.339,0.916
1446266,-3926.0,2920.0,4852.0,-2212.0,1888.0,671.0,0.088,-0.203,0.323,0.92
1446278,-3850.0,3160.0,4800.0,-2079.0,1884.0,762.0,0.072,-0.219,0.308,0.923
