timeMs,ax,ay,az,gx,gy,gz,q0,q1,q2,q3
1883730,4694.0,6530.0,3462.0,14.0,231.0,-467.0,0.006,-0.316,-0.44,-0.84
1883742,4782.0,6780.0,3684.0,24.0,246.0,-514.0,0.004,-0.312,-0.442,-0.841
1883764,4792.0,7066.0,4018.0,12.0,274.0,-566.0,0.0,-0.308,-0.444,-0.842
1883776,4768.0,7122.0,4242.0,-46.0,300.0,-623.0,0.003,0.303,0.445,0.843
1883798,5000.0,7188.0,4568.0,-152.0,352.0,-711.0,0.007,0.297,0.446,0.844
1883810,4982.0,7248.0,4878.0,-184.0,463.0,-810.0,0.012,0.29,0.447,0.846
1883832,4794.0,7114.0,5120.0,-102.0,592.0,-901.0,0.017,0.281,0.449,0.848
1883844,4888.0,7244.0,5140.0,-52.0,695.0,-1013.0,0.022,0.271,0.451,0.85
1883866,5074.0,6970.0,5208.0,5.0,849.0,-1113.0,0.027,0.26,0.454,0.852
1883888,4868.0,6678.0,4968.0,65.0,1009.0,-1192.0,0.032,0.247,0.458,0.854
1883900,4348.0,6016.0,4542.0,63.0,1126.0,-1223.0,0.036,0.233,0.461,0.856
1883922,3782.0,5798.0,4108.0,82.0,1166.0,-1233.0,0.04,0.218,0.465,0.857
1883934,3104.0,5762.0,3886.0,207.0,1199.0,-1185.0,0.044,0.204,0.469,0.858
1883956,2348.0,6186.0,3562.0,324.0,1160.0,-1053.0,0.046,0.19,0.474,0.859
1883968,1254.0,5654.0,3072.0,293.0,1072.0,-862.0,0.048,0.178,0.478,0.859
1883990,-56.0,5656.0,3114.0,258.0,935.0,-678.0,0.048,0.167,0.482,0.859
1884002,-550.0,6710.0,3488.0,219.0,746.0,-659.0,0.05,0.158,0.485,0.859
1884024,28.0,7886.0,3756.0,123.0,598.0,-675.0,0.053,0.15,0.488,0.858
1884046,296.0,7500.0,3438.0,-165.0,506.0,-553.0,0.055,0.143,0.488,0.86
1884058,-334.0,6554.0,2668.0,-182.0,435.0,-465.0,0.057,0.137,0.487,0.861
1884080,-532.0,7796.0,2158.0,147.0,383.0,-634.0,0.06,0.131,0.49,0.86
