timeMs,ax,ay,az,q0,q1,q2,q3
2245522,0.702,0.419,0.131,0.561
2245538,0.699,0.424,0.137,0.559
2245557,0.697,0.428,0.141,0.558
2245573,0.696,0.429,0.142,0.558
2245589,0.696,0.428,0.141,0.558
2245606,0.698,0.426,0.139,0.559
2245622,0.699,0.423,0.136,0.56
2245648,0.701,0.419,0.133,0.561
2245665,0.702,0.417,0.131,0.562
2245681,0.703,0.415,0.131,0.562
2245697,0.704,0.415,0.132,0.561
2245714,0.703,0.416,0.134,0.561
2245730,0.702,0.418,0.137,0.56
2245747,0.702,0.42,0.139,0.559
2245764,0.701,0.421,0.14,0.558
2245781,0.7,0.423,0.141,0.558
2245797,0.7,0.423,0.14,0.558
2245823,0.701,0.423,0.139,0.557
2245840,0.701,0.423,0.136,0.558
2245856,0.702,0.422,0.133,0.558
2245872,0.703,0.42,0.129,0.558
2245888,0.705,0.418,0.125,0.559
2245905,0.705,0.416,0.123,0.561
2245922,0.706,0.414,0.121,0.562
2245938,0.706,0.413,0.122,0.562
2245954,0.704,0.416,0.125,0.562
2245981,0.703,0.419,0.13,0.56
2245997,0.701,0.422,0.135,0.559
2246016,0.7,0.425,0.137,0.558
2246033,0.699,0.427,0.139,0.557
2246049,0.699,0.428,0.139,0.557
2246065,0.699,0.427,0.138,0.557
2246082,0.7,0.426,0.136,0.557
2246099,0.7,0.425,0.134,0.558
2246115,0.701,0.424,0.133,0.558
2246131,0.702,0.423,0.132,0.558
2246147,0.702,0.422,0.131,0.558
2246164,0.702,0.421,0.131,0.558
2246190,0.703,0.421,0.132,0.558
2246207,0.703,0.421,0.132,0.558
2246223,0.703,0.421,0.132,0.558
2246240,0.703,0.42,0.132,0.559
2246256,0.703,0.42,0.131,0.559
2246273,0.703,0.419,0.131,0.559
2246289,0.703,0.419,0.13,0.559
2246306,0.704,0.419,0.13,0.559
2246322,0.704,0.419,0.13,0.559
2246339,0.704,0.419,0.13,0.559
2246356,0.704,0.42,0.13,0.559
2246382,0.703,0.42,0.131,0.558
2246399,0.703,0.421,0.132,0.558
2246415,0.702,0.422,0.133,0.558
2246432,0.702,0.423,0.133,0.557
2246448,0.702,0.423,0.134,0.557
2246465,0.702,0.424,0.134,0.557
2246481,0.702,0.423,0.134,0.557
2246498,0.702,0.423,0.133,0.557
2246514,0.703,0.422,0.133,0.557
2246540,0.703,0.422,0.133,0.557
2246556,0.703,0.421,0.133,0.557
2246573,0.704,0.421,0.132,0.557
2246589,0.704,0.421,0.132,0.557
2246605,0.704,0.42,0.132,0.557
2246621,0.704,0.421,0.132,0.557
2246637,0.704,0.421,0.132,0.557
2246654,0.704,0.421,0.132,0.557
2246680,0.704,0.421,0.132,0.557
2246697,0.703,0.422,0.132,0.557
2246714,0.703,0.422,0.133,0.557
2246731,0.703,0.422,0.133,0.556
2246747,0.703,0.422,0.133,0.556
2246764,0.703,0.422,0.133,0.556
2246780,0.703,0.422,0.133,0.556
2246797,0.703,0.422,0.133,0.556
2246813,0.704,0.422,0.133,0.556
2246829,0.704,0.422,0.133,0.556
2246845,0.704,0.422,0.133,0.556
2246872,0.704,0.422,0.133,0.556
2246889,0.704,0.422,0.133,0.556
2246905,0.704,0.422,0.133,0.556
2246922,0.704,0.422,0.133,0.556
2246938,0.704,0.422,0.132,0.556
2246955,0.704,0.422,0.132,0.555
2246972,0.704,0.422,0.132,0.555
2246989,0.704,0.422,0.132,0.555
2247006,0.704,0.422,0.132,0.555
2247022,0.704,0.422,0.132,0.555
2247038,0.704,0.422,0.132,0.555
2247064,0.705,0.422,0.132,0.555
2247081,0.705,0.422,0.132,0.555
2247098,0.705,0.422,0.132,0.555
2247115,0.704,0.422,0.132,0.555
2247131,0.704,0.422,0.133,0.555
2247147,0.704,0.423,0.133,0.555
2247163,0.704,0.423,0.133,0.555
2247179,0.704,0.423,0.133,0.554
2247195,0.704,0.423,0.133,0.554
2247221,0.704,0.423,0.133,0.554
2247237,0.704,0.423,0.133,0.554
2247254,0.704,0.423,0.133,0.554
2247270,0.704,0.423,0.133,0.554
2247286,0.704,0.423,0.133,0.554
2247302,0.704,0.423,0.133,0.554
2247319,0.704,0.424,0.134,0.554
2247335,0.702,0.427,0.137,0.553
2247361,0.699,0.432,0.142,0.551
2247377,0.694,0.441,0.153,0.549
2247393,0.685,0.454,0.169,0.544
2247409,0.672,0.471,0.192,0.538
2247425,0.655,0.492,0.223,0.528
2247442,0.631,0.517,0.26,0.516
2247458,0.604,0.542,0.3,0.502
2247485,0.572,0.565,0.342,0.487
2247502,0.538,0.584,0.383,0.471
2247519,0.505,0.599,0.422,0.457
2247535,0.473,0.608,0.459,0.444
2247552,0.441,0.613,0.493,0.432
2247570,0.412,0.615,0.522,0.424
2247587,0.388,0.614,0.546,0.419
2247603,0.367,0.611,0.565,0.416
2247620,0.35,0.608,0.579,0.416
2247637,0.338,0.605,0.588,0.417
2247654,0.327,0.605,0.594,0.418
2247671,0.319,0.605,0.597,0.419
2247687,0.314,0.602,0.6,0.423
2247703,0.309,0.599,0.604,0.426
2247720,0.305,0.595,0.609,0.428
2247747,0.299,0.59,0.614,0.43
2247764,0.293,0.587,0.619,0.431
2247781,0.286,0.585,0.625,0.43
2247798,0.277,0.584,0.631,0.429
2247815,0.268,0.583,0.637,0.427
2247832,0.261,0.584,0.642,0.423
2247849,0.255,0.584,0.646,0.419
2247866,0.251,0.585,0.65,0.416
2247883,0.248,0.585,0.652,0.413
2247900,0.246,0.586,0.655,0.409
2247917,0.244,0.586,0.657,0.406
2247934,0.244,0.586,0.658,0.404
2247951,0.245,0.587,0.66,0.401
2247968,0.246,0.586,0.661,0.399
2247984,0.247,0.586,0.662,0.398
2248000,0.248,0.585,0.663,0.396
2248016,0.25,0.584,0.664,0.393
2248043,0.252,0.584,0.665,0.391
2248060,0.255,0.584,0.665,0.389
2248076,0.258,0.584,0.665,0.388
2248093,0.26,0.583,0.666,0.386
2248109,0.262,0.583,0.666,0.384
2248125,0.265,0.582,0.667,0.382
2248141,0.268,0.582,0.667,0.38
2248158,0.271,0.583,0.666,0.378
2248174,0.275,0.584,0.665,0.375
2248200,0.278,0.585,0.665,0.372
2248217,0.282,0.586,0.664,0.369
2248234,0.285,0.587,0.663,0.367
2248251,0.287,0.587,0.664,0.364
2248267,0.289,0.587,0.665,0.36
2248283,0.292,0.588,0.665,0.356
2248299,0.294,0.589,0.665,0.353
2248315,0.296,0.59,0.665,0.35
2248331,0.298,0.591,0.665,0.346
2248348,0.3,0.591,0.665,0.343
2248375,0.301,0.592,0.665,0.34
2248391,0.303,0.593,0.665,0.338
2248408,0.303,0.594,0.664,0.338
2248424,0.302,0.594,0.665,0.338
2248440,0.303,0.594,0.666,0.334
2248456,0.306,0.595,0.665,0.331
2248472,0.308,0.596,0.663,0.331
2248488,0.308,0.597,0.662,0.332
2248515,0.306,0.597,0.663,0.333
2248532,0.304,0.596,0.665,0.331
2248548,0.305,0.596,0.666,0.33
2248565,0.305,0.596,0.666,0.33
2248582,0.304,0.596,0.666,0.33
2248598,0.302,0.596,0.667,0.33
2248614,0.302,0.595,0.667,0.33
2248631,0.302,0.595,0.668,0.33
2248647,0.3,0.595,0.668,0.331
2248664,0.298,0.595,0.669,0.332
2248681,0.296,0.594,0.67,0.333
2248698,0.294,0.594,0.67,0.334
2248715,0.291,0.593,0.671,0.337
2248742,0.287,0.593,0.672,0.339
2248758,0.283,0.592,0.673,0.341
2248775,0.279,0.591,0.673,0.345
2248791,0.274,0.59,0.674,0.35
2248808,0.268,0.589,0.675,0.354
2248825,0.261,0.587,0.677,0.359
2248842,0.254,0.585,0.679,0.364
2248859,0.246,0.583,0.681,0.369
2248876,0.239,0.58,0.682,0.377
2248893,0.229,0.577,0.682,0.386
2248910,0.215,0.573,0.684,0.396
2248927,0.202,0.569,0.687,0.404
2248944,0.189,0.566,0.688,0.413
2248961,0.178,0.563,0.686,0.425
2248977,0.167,0.561,0.679,0.444
2249003,0.155,0.558,0.667,0.468
2249020,0.14,0.556,0.655,0.492
2249037,0.122,0.554,0.643,0.514
2249054,0.104,0.554,0.629,0.535
2249071,0.092,0.557,0.611,0.555
2249087,0.082,0.563,0.589,0.573
2249104,0.074,0.571,0.566,0.59
2249121,0.066,0.578,0.543,0.606
2249138,0.059,0.585,0.519,0.62
2249155,0.052,0.592,0.496,0.633
2249172,0.046,0.598,0.474,0.644
2249189,0.039,0.604,0.454,0.653
2249206,0.031,0.61,0.438,0.66
2249223,0.022,0.615,0.424,0.664
2249250,0.014,0.62,0.411,0.668
2249266,0.007,0.625,0.399,0.671
