timeMs,ax,ay,az,gx,gy,gz,q0,q1,q2,q3
361815,7926.0,124.0,234.0,423.0,13.0,135.0,0.102,-0.69,-0.098,-0.71
361838,7748.0,-234.0,770.0,276.0,-52.0,266.0,0.105,-0.69,-0.098,-0.709
361851,8350.0,74.0,816.0,435.0,-141.0,140.0,0.109,-0.691,-0.101,-0.708
361874,8850.0,384.0,412.0,442.0,-151.0,-21.0,0.112,-0.691,-0.104,-0.706
361887,8708.0,142.0,352.0,377.0,-59.0,188.0,0.116,-0.691,-0.106,-0.705
361910,7582.0,212.0,-684.0,242.0,28.0,157.0,0.119,-0.691,-0.107,-0.705
361923,7794.0,-640.0,-124.0,285.0,-174.0,18.0,0.122,-0.692,-0.109,-0.703
361936,8246.0,-502.0,-34.0,365.0,-179.0,-142.0,0.124,-0.692,-0.113,-0.702
361959,8652.0,182.0,182.0,377.0,-29.0,-21.0,0.126,-0.692,-0.116,-0.701
361972,8786.0,158.0,228.0,318.0,30.0,3.0,0.129,-0.692,-0.119,-0.701
361995,8396.0,-50.0,70.0,296.0,66.0,-29.0,0.131,-0.691,-0.121,-0.701
362008,7434.0,-382.0,-316.0,297.0,34.0,-198.0,0.132,-0.69,-0.125,-0.701
362031,8242.0,-304.0,-70.0,212.0,132.0,-39.0,0.134,-0.689,-0.127,-0.701
362044,8630.0,-476.0,-68.0,277.0,77.0,-90.0,0.136,-0.688,-0.129,-0.701
362067,8198.0,334.0,-8.0,486.0,-78.0,-212.0,0.138,-0.687,-0.134,-0.7
362080,8210.0,-100.0,-52.0,397.0,-34.0,-139.0,0.14,-0.687,-0.138,-0.7
362103,8206.0,-200.0,-180.0,339.0,16.0,-66.0,0.142,-0.686,-0.141,-0.699
362116,8772.0,1898.0,1242.0,-178.0,496.0,169.0,0.143,-0.683,-0.139,-0.702
362129,7668.0,-104.0,852.0,-273.0,410.0,-134.0,0.141,-0.681,-0.138,-0.705
362152,8050.0,140.0,964.0,-11.0,33.0,-143.0,0.141,-0.68,-0.139,-0.706
362165,8366.0,-500.0,402.0,81.0,-149.0,-312.0,0.139,-0.681,-0.142,-0.705
377086,406.0,8208.0,-15360.0,3322.0,6280.0,3308.0,0.913,0.405,0.047,0.01
377091,3540.0,7380.0,2820.0,594.0,-50.0,72.0,0.301,-0.032,-0.579,-0.757
377095,4116.0,7414.0,3098.0,399.0,-52.0,13.0,0.3,-0.033,-0.582,-0.755
377098,3716.0,7332.0,2814.0,300.0,-36.0,2.0,0.299,-0.033,-0.584,-0.754
377101,3436.0,7724.0,2628.0,141.0,-73.0,60.0,0.298,-0.034,-0.586,-0.753
377104,4002.0,7164.0,2600.0,12.0,-125.0,131.0,0.297,-0.037,-0.586,-0.753
377108,3952.0,6624.0,2338.0,5.0,-111.0,118.0,0.297,-0.039,-0.586,-0.753
377111,3788.0,6492.0,2662.0,62.0,-100.0,91.0,0.296,-0.041,-0.587,-0.753
377114,3470.0,6812.0,2610.0,86.0,-128.0,67.0,0.294,-0.043,-0.588,-0.752
377118,3768.0,6802.0,2680.0,29.0,-203.0,70.0,0.293,-0.046,-0.588,-0.752
377121,3596.0,6912.0,2634.0,78.0,-211.0,56.0,0.291,-0.048,-0.589,-0.752
377124,3548.0,7240.0,2466.0,106.0,-248.0,82.0,0.289,-0.051,-0.591,-0.751
377128,3528.0,6950.0,2430.0,64.0,-253.0,111.0,0.288,-0.054,-0.592,-0.751
377131,3334.0,6804.0,2528.0,63.0,-273.0,141.0,0.286,-0.057,-0.593,-0.751
377134,3442.0,6658.0,2418.0,-20.0,-288.0,195.0,0.285,-0.062,-0.593,-0.75
377137,3318.0,6472.0,2268.0,-36.0,-254.0,293.0,0.285,-0.066,-0.593,-0.75
377141,3316.0,7014.0,2520.0,-94.0,-276.0,277.0,0.284,-0.07,-0.593,-0.75
377144,3266.0,7562.0,2330.0,-222.0,-281.0,228.0,0.283,-0.075,-0.592,-0.751
377147,3596.0,7638.0,2596.0,-461.0,-376.0,227.0,0.281,-0.081,-0.59,-0.753
377151,3704.0,7694.0,2688.0,-771.0,-440.0,162.0,0.278,-0.088,-0.585,-0.757
377154,4168.0,7572.0,2634.0,-1034.0,-410.0,117.0,0.275,-0.095,-0.579,-0.762
377157,4060.0,6752.0,2306.0,-1045.0,-440.0,113.0,0.271,-0.102,-0.572,-0.767
377161,4024.0,6362.0,2052.0,-1111.0,-472.0,220.0,0.268,-0.11,-0.565,-0.772
377164,4364.0,5984.0,1940.0,-790.0,-358.0,314.0,0.267,-0.117,-0.56,-0.776
377167,4182.0,5698.0,1798.0,-371.0,-192.0,385.0,0.267,-0.122,-0.557,-0.777
377171,4078.0,6616.0,1972.0,-281.0,-157.0,249.0,0.267,-0.126,-0.555,-0.777
377174,4094.0,6242.0,2218.0,-56.0,-127.0,220.0,0.267,-0.129,-0.555,-0.777
377177,3654.0,6852.0,2222.0,6.0,-173.0,132.0,0.266,-0.131,-0.555,-0.777
377181,3792.0,6338.0,1866.0,-153.0,-168.0,135.0,0.265,-0.134,-0.554,-0.777
377204,3934.0,5752.0,1666.0,-135.0,-151.0,216.0,0.265,-0.138,-0.553,-0.778
377217,4016.0,5788.0,1446.0,-104.0,-136.0,259.0,0.265,-0.141,-0.552,-0.778
377230,4220.0,5836.0,1734.0,-146.0,-94.0,221.0,0.265,-0.144,-0.551,-0.778
377253,4072.0,5782.0,2136.0,99.0,-59.0,127.0,0.265,-0.145,-0.552,-0.777
377266,4260.0,6666.0,2840.0,343.0,-76.0,40.0,0.264,-0.146,-0.554,-0.775
377289,4312.0,6732.0,2974.0,297.0,-59.0,39.0,0.264,-0.146,-0.557,-0.774
377302,4242.0,6688.0,3278.0,163.0,-26.0,62.0,0.264,-0.147,-0.557,-0.773
377325,4196.0,6572.0,3194.0,156.0,-28.0,224.0,0.265,-0.149,-0.558,-0.772
