timeMs,ax,ay,az,q0,q1,q2,q3
1458724,0.571,0.271,0.175,0.755
1458740,0.571,0.271,0.175,0.755
1458756,0.571,0.271,0.175,0.755
1458772,0.571,0.271,0.175,0.755
1458788,0.571,0.271,0.175,0.755
1458805,0.571,0.271,0.175,0.755
1458821,0.571,0.271,0.175,0.755
1458837,0.571,0.271,0.175,0.755
1458863,0.571,0.271,0.175,0.755
1458880,0.571,0.271,0.176,0.755
1458897,0.571,0.27,0.176,0.755
1458913,0.571,0.27,0.176,0.755
1458930,0.571,0.27,0.176,0.755
1458946,0.571,0.27,0.176,0.755
1458963,0.571,0.27,0.176,0.755
1458979,0.571,0.27,0.176,0.755
1458995,0.57,0.27,0.176,0.755
1459012,0.57,0.27,0.176,0.755
1459038,0.571,0.27,0.176,0.755
1459054,0.57,0.27,0.176,0.755
1459071,0.57,0.27,0.176,0.755
1459088,0.57,0.27,0.176,0.755
1459104,0.571,0.27,0.176,0.755
1459120,0.57,0.27,0.176,0.755
1459136,0.57,0.27,0.176,0.755
1459152,0.57,0.27,0.176,0.755
1459178,0.57,0.27,0.176,0.756
1459194,0.57,0.27,0.176,0.756
1459211,0.57,0.27,0.176,0.756
1459227,0.57,0.27,0.176,0.756
1459244,0.57,0.27,0.176,0.756
1459260,0.57,0.27,0.176,0.756
1459276,0.57,0.27,0.176,0.756
1459292,0.57,0.27,0.176,0.756
1459309,0.57,0.27,0.176,0.756
1459335,0.57,0.27,0.176,0.756
1459351,0.57,0.27,0.176,0.756
1459367,0.57,0.27,0.177,0.756
1459383,0.57,0.27,0.176,0.756
1459399,0.57,0.27,0.176,0.756
1459416,0.57,0.27,0.176,0.756
1459432,0.57,0.27,0.176,0.756
1459458,0.57,0.27,0.176,0.756
1459474,0.57,0.27,0.176,0.756
1459490,0.57,0.27,0.176,0.756
1459506,0.57,0.27,0.176,0.756
1459522,0.57,0.27,0.176,0.756
1459538,0.57,0.27,0.176,0.756
1459554,0.569,0.27,0.175,0.756
1459580,0.569,0.27,0.175,0.757
1459597,0.569,0.27,0.175,0.757
1459613,0.569,0.27,0.175,0.757
1459629,0.569,0.269,0.175,0.757
1459646,0.569,0.269,0.175,0.757
1459662,0.569,0.269,0.175,0.757
1459678,0.569,0.269,0.175,0.757
1459694,0.569,0.269,0.175,0.757
1459720,0.569,0.269,0.175,0.757
1459737,0.568,0.269,0.175,0.758
1459753,0.568,0.269,0.175,0.758
1459770,0.568,0.269,0.176,0.758
1459786,0.568,0.269,0.176,0.758
1459802,0.568,0.269,0.176,0.758
1459818,0.568,0.269,0.177,0.758
1459834,0.568,0.269,0.177,0.758
1459860,0.568,0.269,0.177,0.758
1459876,0.568,0.268,0.178,0.758
1459892,0.568,0.268,0.178,0.757
1459909,0.568,0.268,0.178,0.757
1459925,0.568,0.268,0.179,0.757
1459941,0.569,0.268,0.179,0.757
1459957,0.569,0.269,0.179,0.756
1459973,0.569,0.269,0.18,0.756
1459999,0.569,0.269,0.18,0.756
1460016,0.57,0.269,0.181,0.755
1460032,0.57,0.269,0.181,0.755
1460048,0.57,0.269,0.182,0.754
1460064,0.57,0.269,0.182,0.754
1460080,0.571,0.27,0.183,0.754
1460096,0.571,0.27,0.183,0.754
1460122,0.571,0.27,0.184,0.753
1460138,0.571,0.27,0.184,0.753
1460154,0.571,0.27,0.184,0.753
1460170,0.571,0.27,0.184,0.753
1460186,0.571,0.27,0.185,0.753
1460202,0.571,0.27,0.185,0.753
1460218,0.571,0.27,0.185,0.753
1460244,0.571,0.27,0.185,0.753
1460260,0.571,0.27,0.185,0.753
1460276,0.571,0.269,0.185,0.753
1460293,0.571,0.27,0.185,0.753
1460309,0.571,0.27,0.184,0.753
1460325,0.571,0.27,0.184,0.753
1460341,0.571,0.27,0.184,0.753
1460367,0.571,0.27,0.184,0.753
1460383,0.571,0.27,0.183,0.754
1460399,0.571,0.27,0.183,0.754
