timeMs,ax,ay,az,gx,gy,gz,q0,q1,q2,q3
413652,8100.0,-542.0,-416.0,-4.0,-67.0,-76.0,0.272,-0.688,-0.227,-0.634
413675,8058.0,-606.0,-518.0,-19.0,-83.0,-76.0,0.272,-0.688,-0.227,-0.633
413688,8128.0,-698.0,-718.0,-34.0,-71.0,-53.0,0.271,-0.689,-0.228,-0.633
413711,8210.0,-756.0,-694.0,-36.0,-68.0,-18.0,0.271,-0.689,-0.228,-0.632
413724,8188.0,-740.0,-524.0,-18.0,-49.0,-6.0,0.271,-0.69,-0.228,-0.632
413747,8212.0,-730.0,-462.0,-19.0,-41.0,-18.0,0.27,-0.69,-0.228,-0.632
413760,8196.0,-774.0,-522.0,-9.0,-49.0,-36.0,0.27,-0.69,-0.229,-0.631
413773,8226.0,-812.0,-472.0,-2.0,-59.0,-55.0,0.27,-0.69,-0.229,-0.631
413796,8168.0,-836.0,-324.0,21.0,-75.0,-76.0,0.27,-0.69,-0.23,-0.631
413809,8158.0,-652.0,-498.0,38.0,-68.0,-100.0,0.269,-0.69,-0.231,-0.63
413832,8206.0,-628.0,-652.0,40.0,-78.0,-101.0,0.269,-0.691,-0.233,-0.63
413845,8116.0,-652.0,-784.0,29.0,-53.0,-91.0,0.269,-0.691,-0.234,-0.629
413868,8056.0,-666.0,-620.0,34.0,-34.0,-66.0,0.268,-0.691,-0.235,-0.629
413881,8154.0,-646.0,-638.0,41.0,-22.0,-38.0,0.269,-0.691,-0.235,-0.629
413904,8180.0,-696.0,-866.0,33.0,18.0,-20.0,0.269,-0.69,-0.236,-0.629
413917,8194.0,-626.0,-954.0,15.0,48.0,28.0,0.269,-0.69,-0.236,-0.629
413940,8224.0,-632.0,-728.0,1.0,78.0,53.0,0.27,-0.69,-0.235,-0.629
413953,8166.0,-674.0,-496.0,7.0,76.0,48.0,0.271,-0.69,-0.235,-0.63
413966,8162.0,-798.0,-448.0,21.0,68.0,21.0,0.271,-0.689,-0.235,-0.63
413989,8144.0,-678.0,-462.0,29.0,53.0,3.0,0.271,-0.689,-0.235,-0.63
414002,8148.0,-696.0,-530.0,19.0,33.0,-8.0,0.272,-0.688,-0.235,-0.63
456856,13979.0,-2675.0,359.0,8208.0,-15360.0,5786.0,1.0,-0.024,-0.014,0.008
456869,6054.0,-3950.0,4028.0,139.0,-27.0,-26.0,0.04,0.467,-0.252,0.847
456872,5632.0,-4164.0,4236.0,325.0,-97.0,-2.0,0.038,0.468,-0.25,0.847
456876,5846.0,-3132.0,4306.0,293.0,-94.0,-139.0,0.037,0.469,-0.246,0.847
456879,6034.0,-3314.0,4496.0,228.0,-150.0,-157.0,0.036,0.47,-0.244,0.847
456882,5988.0,-3262.0,4234.0,226.0,-132.0,-117.0,0.036,0.472,-0.241,0.847
456886,5936.0,-2930.0,4218.0,192.0,-119.0,-151.0,0.035,0.473,-0.239,0.847
456889,6404.0,-3372.0,4204.0,91.0,-121.0,-252.0,0.036,0.474,-0.237,0.847
456892,6494.0,-3632.0,4358.0,219.0,-110.0,-141.0,0.036,0.476,-0.235,0.847
456895,6578.0,-3474.0,5190.0,280.0,-91.0,-170.0,0.035,0.477,-0.232,0.847
456899,6642.0,-3244.0,5296.0,350.0,26.0,-181.0,0.035,0.477,-0.228,0.848
456902,5974.0,-3296.0,4996.0,339.0,58.0,-47.0,0.033,0.477,-0.225,0.849
456905,5842.0,-3312.0,4978.0,247.0,-42.0,-32.0,0.032,0.477,-0.222,0.85
456909,6302.0,-3136.0,5214.0,213.0,-73.0,-121.0,0.031,0.478,-0.22,0.85
456912,6472.0,-2958.0,5000.0,136.0,8.0,-217.0,0.032,0.478,-0.218,0.85
456915,6208.0,-2934.0,4708.0,39.0,30.0,-236.0,0.033,0.478,-0.216,0.851
456918,6070.0,-3054.0,4456.0,-11.0,-2.0,-203.0,0.034,0.479,-0.215,0.851
456922,6778.0,-3540.0,3974.0,-36.0,-161.0,7.0,0.034,0.48,-0.215,0.85
456925,6482.0,-2926.0,4432.0,14.0,-71.0,-260.0,0.035,0.481,-0.214,0.85
456938,6414.0,-2872.0,4152.0,113.0,97.0,-159.0,0.035,0.481,-0.212,0.85
456961,6412.0,-3142.0,4274.0,167.0,-46.0,-107.0,0.035,0.481,-0.21,0.85
456974,6798.0,-2856.0,3976.0,182.0,-18.0,-86.0,0.034,0.482,-0.208,0.851
456997,6886.0,-3174.0,3772.0,230.0,-42.0,-77.0,0.033,0.482,-0.206,0.851
457010,6802.0,-3058.0,3734.0,213.0,-10.0,-86.0,0.032,0.483,-0.203,0.851
457033,6850.0,-3050.0,3988.0,202.0,-32.0,-141.0,0.032,0.483,-0.201,0.851
457046,6728.0,-2428.0,4172.0,183.0,29.0,-115.0,0.032,0.483,-0.199,0.852
457069,6486.0,-2668.0,3724.0,46.0,-11.0,-95.0,0.032,0.484,-0.198,0.852
457082,6736.0,-2920.0,3896.0,30.0,-96.0,-56.0,0.031,0.485,-0.197,0.852
457105,6932.0,-2766.0,3838.0,83.0,-43.0,-87.0,0.031,0.485,-0.196,0.852
457118,6896.0,-2764.0,3548.0,34.0,14.0,-127.0,0.031,0.486,-0.195,0.852
457131,6828.0,-2526.0,3492.0,39.0,8.0,-91.0,0.031,0.486,-0.194,0.852
457154,6758.0,-2616.0,3560.0,-12.0,-23.0,-89.0,0.031,0.486,-0.193,0.852
457167,6542.0,-2728.0,3668.0,23.0,-44.0,-38.0,0.031,0.487,-0.193,0.851
457190,6578.0,-2660.0,3550.0,-6.0,-97.0,-56.0,0.031,0.488,-0.192,0.851
457203,6962.0,-2644.0,3658.0,1.0,-150.0,-51.0,0.03,0.489,-0.192,0.85
457226,6986.0,-2492.0,3578.0,10.0,-122.0,-44.0,0.03,0.49,-0.192,0.85
457239,6840.0,-2184.0,3468.0,-25.0,-66.0,32.0,0.029,0.491,-0.192,0.849
457262,6780.0,-2860.0,3598.0,29.0,-218.0,-15.0,0.028,0.493,-0.191,0.848
457275,6992.0,-2478.0,3604.0,21.0,-228.0,-64.0,0.028,0.495,-0.191,0.847
457298,7156.0,-2418.0,3484.0,-37.0,-213.0,1.0,0.027,0.497,-0.191,0.846
457311,7046.0,-2570.0,3516.0,-13.0,-214.0,-2.0,0.026,0.499,-0.191,0.845
457324,6994.0,-2396.0,3446.0,-21.0,-231.0,-34.0,0.026,0.501,-0.19,0.844
457347,6976.0,-2834.0,4114.0,39.0,-238.0,-51.0,0.025,0.503,-0.19,0.843
457360,6760.0,-400.0,5390.0,22.0,108.0,-209.0,0.026,0.502,-0.188,0.844
457383,6704.0,-3146.0,3686.0,-321.0,-189.0,-261.0,0.029,0.504,-0.189,0.842
457396,7274.0,-2634.0,3114.0,-299.0,-184.0,32.0,0.029,0.505,-0.191,0.841
457419,7060.0,-2106.0,3338.0,-450.0,-197.0,-60.0,0.031,0.507,-0.194,0.839
457432,7328.0,-2322.0,3488.0,-547.0,-109.0,-231.0,0.035,0.508,-0.197,0.838
457455,7178.0,-2744.0,3418.0,-486.0,-106.0,-172.0,0.038,0.509,-0.2,0.836
457468,6820.0,-2896.0,3860.0,-279.0,-103.0,-45.0,0.038,0.51,-0.202,0.835
457481,6696.0,-2814.0,3638.0,-249.0,-153.0,-111.0,0.04,0.512,-0.203,0.834
457504,7270.0,-2858.0,3544.0,-188.0,-154.0,-148.0,0.041,0.513,-0.203,0.833
457517,7198.0,-2656.0,3456.0,-140.0,-135.0,-130.0,0.042,0.514,-0.204,0.832
457540,7318.0,-2296.0,3510.0,-187.0,-127.0,-132.0,0.043,0.516,-0.204,0.831
457553,7262.0,-2558.0,3426.0,-218.0,-109.0,-93.0,0.044,0.517,-0.205,0.83
457576,7114.0,-2742.0,3356.0,-180.0,-124.0,-48.0,0.044,0.518,-0.206,0.829
457589,7084.0,-2640.0,3288.0,-128.0,-104.0,-60.0,0.045,0.519,-0.206,0.828
457612,7262.0,-2788.0,3328.0,-112.0,-116.0,-56.0,0.045,0.52,-0.207,0.828
457625,7426.0,-2782.0,3160.0,-27.0,-100.0,-7.0,0.044,0.521,-0.207,0.827
457648,7478.0,-2084.0,3252.0,-19.0,-33.0,2.0,0.044,0.521,-0.207,0.827
457661,7140.0,-2326.0,3092.0,-148.0,-31.0,-18.0,0.044,0.521,-0.207,0.827
457674,7254.0,-2694.0,3240.0,-129.0,-61.0,83.0,0.043,0.522,-0.208,0.826
457697,6888.0,-2762.0,2908.0,-42.0,-1.0,22.0,0.043,0.522,-0.209,0.826
457710,6996.0,-2808.0,3096.0,-40.0,-62.0,7.0,0.042,0.522,-0.209,0.826
457733,7198.0,-2742.0,3304.0,-118.0,-105.0,-33.0,0.042,0.523,-0.209,0.825
457746,6970.0,-2680.0,3280.0,-136.0,-74.0,-6.0,0.042,0.524,-0.21,0.824
457769,7114.0,-2578.0,3012.0,-189.0,-83.0,-67.0,0.043,0.525,-0.211,0.824
457782,7530.0,-2902.0,3106.0,-175.0,-115.0,-48.0,0.043,0.526,-0.212,0.823
457805,7536.0,-2880.0,2894.0,-82.0,-47.0,-22.0,0.043,0.526,-0.212,0.822
457818,7134.0,-2932.0,3106.0,16.0,-53.0,0.0,0.042,0.527,-0.212,0.822
457841,7026.0,-2928.0,3056.0,54.0,-43.0,-1.0,0.041,0.527,-0.211,0.822
457854,7304.0,-2748.0,3276.0,31.0,-98.0,-29.0,0.04,0.528,-0.21,0.822
457867,7790.0,-2778.0,2816.0,57.0,-27.0,-6.0,0.04,0.529,-0.21,0.822
457890,7272.0,-2714.0,2668.0,72.0,20.0,-5.0,0.039,0.529,-0.209,0.822
457903,7338.0,-2708.0,2992.0,123.0,6.0,-17.0,0.038,0.529,-0.207,0.822
457926,7366.0,-2662.0,2990.0,119.0,26.0,-52.0,0.037,0.529,-0.206,0.822
457939,7178.0,-2774.0,2858.0,125.0,48.0,-6.0,0.036,0.529,-0.205,0.823
457962,6836.0,-2638.0,2798.0,128.0,45.0,20.0,0.034,0.529,-0.203,0.823
457975,6860.0,-2356.0,3060.0,104.0,8.0,21.0,0.033,0.529,-0.202,0.824
457998,6914.0,-2324.0,2984.0,57.0,3.0,-7.0,0.032,0.529,-0.201,0.824
458011,6632.0,-2622.0,2864.0,47.0,-25.0,46.0,0.031,0.529,-0.201,0.824
458034,6686.0,-2280.0,3078.0,-8.0,-93.0,26.0,0.03,0.53,-0.201,0.823
458047,6792.0,-2652.0,3142.0,-28.0,-136.0,23.0,0.029,0.531,-0.201,0.823
458060,7102.0,-2528.0,3174.0,-17.0,-163.0,51.0,0.028,0.532,-0.201,0.822
458083,7110.0,-2204.0,3108.0,-70.0,-159.0,34.0,0.028,0.533,-0.202,0.821
458096,7126.0,-2132.0,2866.0,-161.0,-174.0,22.0,0.027,0.535,-0.203,0.82
458119,7016.0,-2488.0,2630.0,-239.0,-196.0,23.0,0.027,0.536,-0.204,0.818
458132,7266.0,-2900.0,2874.0,-263.0,-265.0,-18.0,0.028,0.538,-0.206,0.817
