timeMs,ax,ay,az,gx,gy,gz,q0,q1,q2,q3
2622055,6900.0,4607.0,3538.0,174.0,593.0,-354.0,0.043,-0.435,-0.334,-0.835
2622067,6582.0,4867.0,3758.0,242.0,667.0,-373.0,0.044,-0.428,-0.337,-0.837
2622089,6538.0,4873.0,3780.0,244.0,657.0,-463.0,0.044,-0.421,-0.341,-0.839
2622101,6322.0,4719.0,3872.0,314.0,750.0,-364.0,0.045,-0.414,-0.344,-0.841
2622123,6174.0,4773.0,3688.0,419.0,790.0,-445.0,0.046,-0.406,-0.349,-0.843
2622135,6136.0,5051.0,3340.0,514.0,836.0,-614.0,0.046,-0.397,-0.356,-0.845
2622157,5972.0,5199.0,2988.0,409.0,841.0,-583.0,0.046,-0.389,-0.361,-0.847
2622169,5738.0,5609.0,3152.0,307.0,830.0,-592.0,0.046,-0.38,-0.365,-0.849
2622191,5332.0,5377.0,3202.0,341.0,869.0,-653.0,0.045,-0.37,-0.37,-0.851
2622213,5616.0,5385.0,3320.0,406.0,953.0,-566.0,0.046,-0.361,-0.375,-0.853
2622225,5504.0,5181.0,3200.0,379.0,953.0,-526.0,0.047,-0.351,-0.38,-0.854
2622247,5184.0,5561.0,3202.0,359.0,949.0,-519.0,0.047,-0.342,-0.384,-0.856
2622259,5274.0,5533.0,3160.0,356.0,925.0,-563.0,0.048,-0.332,-0.389,-0.858
2622281,5198.0,5413.0,3544.0,496.0,997.0,-521.0,0.049,-0.322,-0.394,-0.859
2622293,5072.0,5369.0,3504.0,597.0,1035.0,-666.0,0.05,-0.311,-0.401,-0.86
2622315,5168.0,6169.0,3184.0,575.0,986.0,-758.0,0.049,-0.3,-0.407,-0.861
2622327,5790.0,5425.0,3120.0,497.0,979.0,-681.0,0.05,-0.289,-0.413,-0.862
2622349,5280.0,5767.0,3020.0,608.0,1112.0,-782.0,0.05,-0.277,-0.419,-0.863
2622371,5050.0,6107.0,3314.0,656.0,1130.0,-1006.0,0.048,-0.264,-0.427,-0.864
2622383,5448.0,5877.0,3844.0,719.0,1188.0,-1020.0,0.047,-0.25,-0.435,-0.864
2622405,4882.0,6501.0,3798.0,783.0,1284.0,-936.0,0.047,-0.236,-0.443,-0.864
2622417,4478.0,6511.0,3434.0,734.0,1232.0,-927.0,0.046,-0.222,-0.45,-0.864
2622439,4602.0,6121.0,3500.0,747.0,1218.0,-980.0,0.046,-0.208,-0.458,-0.863
2622451,4256.0,6271.0,3580.0,804.0,1249.0,-976.0,0.045,-0.193,-0.466,-0.862
2622473,3640.0,6623.0,3614.0,728.0,1151.0,-967.0,0.044,-0.18,-0.473,-0.861
2622485,3530.0,6499.0,3798.0,710.0,1073.0,-934.0,0.043,-0.167,-0.48,-0.86
2622507,3202.0,6555.0,3212.0,699.0,1007.0,-919.0,0.041,-0.154,-0.486,-0.859
2622529,2614.0,7661.0,2922.0,574.0,896.0,-960.0,0.039,-0.143,-0.492,-0.858
2622541,2272.0,7539.0,3564.0,468.0,769.0,-1041.0,0.035,-0.132,-0.497,-0.857
2622563,2760.0,6609.0,3420.0,458.0,708.0,-993.0,0.031,-0.121,-0.502,-0.856
2622575,1422.0,8073.0,2536.0,404.0,537.0,-951.0,0.026,-0.112,-0.506,-0.855
2622597,1296.0,8589.0,3450.0,208.0,246.0,-1018.0,0.02,-0.105,-0.509,-0.854
2622609,1074.0,7615.0,3910.0,161.0,72.0,-824.0,0.014,-0.101,-0.511,-0.853
2622631,144.0,8405.0,2746.0,277.0,-23.0,-1312.0,0.004,-0.094,-0.515,-0.852
2622643,954.0,9653.0,1654.0,99.0,-264.0,-1536.0,0.01,0.089,0.517,0.851
2622665,1290.0,8837.0,2714.0,-191.0,-435.0,-1368.0,0.023,0.086,0.517,0.852
2622677,736.0,8409.0,2968.0,-225.0,-475.0,-1364.0,0.036,0.083,0.516,0.852
2622699,158.0,9065.0,2532.0,-193.0,-530.0,-1609.0,0.051,0.079,0.515,0.852
2622721,326.0,9095.0,1808.0,-417.0,-635.0,-1564.0,0.066,0.077,0.513,0.852
2622733,466.0,9173.0,2506.0,-492.0,-740.0,-1654.0,0.083,0.074,0.51,0.853
2622755,-6.0,7679.0,2922.0,-533.0,-836.0,-1688.0,0.101,0.072,0.506,0.853
2622767,-102.0,7931.0,2232.0,-451.0,-1104.0,-1871.0,0.121,0.072,0.503,0.853
2622789,678.0,7789.0,1696.0,-360.0,-1029.0,-1944.0,0.141,0.071,0.501,0.851
2622801,-304.0,7455.0,1678.0,-432.0,-1129.0,-2001.0,0.162,0.07,0.497,0.849
2622823,188.0,7987.0,2356.0,-409.0,-1140.0,-2134.0,0.185,0.069,0.494,0.847
2622835,532.0,5809.0,3656.0,-194.0,-1098.0,-2289.0,0.208,0.066,0.492,0.843
2622857,-108.0,5683.0,3332.0,166.0,-1038.0,-2396.0,0.231,0.064,0.493,0.837
2622869,-12.0,6207.0,2850.0,409.0,-1055.0,-2364.0,0.254,0.062,0.495,0.829
2622891,-1012.0,6105.0,3068.0,630.0,-1051.0,-2296.0,0.276,0.061,0.498,0.82
2622913,-444.0,6507.0,2034.0,415.0,-1166.0,-2185.0,0.298,0.061,0.5,0.811
2622925,-1142.0,5593.0,902.0,435.0,-1359.0,-2178.0,0.32,0.062,0.5,0.802
2622947,-592.0,861.0,158.0,14.0,-1658.0,-1870.0,0.342,0.066,0.496,0.795
2622959,80.0,6639.0,2168.0,231.0,-1688.0,-2167.0,0.365,0.069,0.494,0.786
2622981,-508.0,2033.0,1768.0,77.0,-1820.0,-1938.0,0.388,0.074,0.489,0.778
2622993,-108.0,6641.0,2380.0,117.0,-1913.0,-2021.0,0.411,0.079,0.484,0.768
2623015,-284.0,4907.0,3200.0,219.0,-1863.0,-1817.0,0.432,0.085,0.48,0.759
2623027,-488.0,10127.0,3260.0,414.0,-1891.0,-1635.0,0.451,0.093,0.476,0.749
2623049,1902.0,3719.0,3496.0,392.0,-1158.0,-204.0,0.458,0.102,0.474,0.745
2623071,668.0,3351.0,3728.0,518.0,-1458.0,-132.0,0.464,0.114,0.472,0.741
2623083,382.0,5465.0,4154.0,937.0,-1300.0,48.0,0.469,0.127,0.472,0.735
2623105,600.0,6647.0,4404.0,1007.0,-1199.0,854.0,0.467,0.144,0.473,0.733
2623117,1102.0,9065.0,5608.0,765.0,-1296.0,1184.0,0.463,0.161,0.471,0.733
2623139,-372.0,9403.0,6980.0,177.0,-1223.0,190.0,0.467,0.171,0.466,0.731
2623151,1218.0,9195.0,8630.0,-176.0,-938.0,-199.0,0.473,0.176,0.461,0.73
2623173,450.0,7189.0,7920.0,-435.0,-579.0,-119.0,0.477,0.178,0.456,0.73
2623185,-632.0,6489.0,6434.0,1.0,-376.0,-238.0,0.48,0.179,0.455,0.729
