timeMs,ax,ay,az,gx,gy,gz,q0,q1,q2,q3
2714,-2928.0,2272.0,7376.0,26.0,-2.0,-6.0,0.998,0.034,0.053,-0.004
2736,-2942.0,2336.0,7392.0,8.0,0.0,-5.0,0.998,0.035,0.054,-0.004
2748,-2944.0,2308.0,7332.0,-15.0,1.0,3.0,0.998,0.035,0.054,-0.004
2770,-2976.0,2282.0,7412.0,-27.0,8.0,3.0,0.998,0.035,0.055,-0.004
2782,-2930.0,2150.0,7406.0,-17.0,9.0,9.0,0.998,0.035,0.055,-0.003
2804,-2982.0,2174.0,7390.0,0.0,6.0,3.0,0.998,0.036,0.056,-0.003
2826,-2892.0,2212.0,7384.0,-11.0,9.0,2.0,0.998,0.036,0.056,-0.003
2838,-2878.0,2286.0,7390.0,-14.0,14.0,9.0,0.998,0.036,0.057,-0.003
2860,-2940.0,2160.0,7540.0,-1.0,12.0,18.0,0.998,0.037,0.058,-0.003
2872,-2948.0,2134.0,7412.0,-12.0,12.0,8.0,0.998,0.037,0.058,-0.003
2894,-2922.0,2120.0,7378.0,1.0,7.0,4.0,0.998,0.037,0.059,-0.003
2906,-2912.0,2232.0,7360.0,3.0,11.0,-11.0,0.998,0.038,0.059,-0.003
2928,-2920.0,2166.0,7384.0,11.0,0.0,-15.0,0.997,0.038,0.06,-0.003
2940,-2940.0,2212.0,7384.0,4.0,5.0,-10.0,0.997,0.039,0.06,-0.003
2962,-2980.0,2218.0,7400.0,15.0,-2.0,-3.0,0.997,0.039,0.061,-0.003
2974,-2924.0,2232.0,7414.0,4.0,-5.0,3.0,0.997,0.04,0.061,-0.003
2996,-2910.0,2252.0,7380.0,-4.0,-6.0,4.0,0.997,0.04,0.062,-0.003
3018,-2904.0,2252.0,7424.0,-13.0,2.0,13.0,0.997,0.04,0.062,-0.003
3030,-2918.0,2222.0,7426.0,-14.0,-5.0,11.0,0.997,0.04,0.062,-0.003
3052,-2896.0,2266.0,7428.0,1.0,-8.0,8.0,0.997,0.041,0.063,-0.003
3064,-2840.0,2220.0,7356.0,-2.0,-7.0,1.0,0.997,0.041,0.063,-0.003
3086,-2886.0,2282.0,7408.0,-5.0,-1.0,-1.0,0.997,0.041,0.064,-0.003
3098,-2894.0,2244.0,7370.0,-12.0,5.0,-3.0,0.997,0.042,0.064,-0.003
3120,-2890.0,2250.0,7346.0,-17.0,4.0,-7.0,0.997,0.042,0.065,-0.003
3132,-2972.0,2204.0,7368.0,-19.0,4.0,2.0,0.997,0.042,0.065,-0.003
3154,-2966.0,2264.0,7392.0,-16.0,2.0,3.0,0.997,0.042,0.066,-0.003
3176,-2896.0,2244.0,7398.0,-22.0,0.0,12.0,0.997,0.043,0.066,-0.003
3188,-2948.0,2150.0,7410.0,-22.0,1.0,5.0,0.997,0.043,0.066,-0.003
3210,-2914.0,2162.0,7424.0,-23.0,-4.0,10.0,0.997,0.043,0.067,-0.003
3222,-2908.0,2232.0,7378.0,-29.0,-14.0,0.0,0.997,0.043,0.067,-0.003
3244,-2818.0,2262.0,7392.0,-47.0,-3.0,-6.0,0.997,0.043,0.067,-0.003
3256,-2836.0,2170.0,7392.0,-48.0,11.0,-10.0,0.997,0.043,0.068,-0.003
3278,-2920.0,2168.0,7362.0,-39.0,17.0,-11.0,0.997,0.043,0.069,-0.003
3290,-3178.0,2354.0,7396.0,-33.0,29.0,-28.0,0.997,0.043,0.069,-0.003
3312,-2926.0,1998.0,7448.0,-28.0,23.0,-7.0,0.997,0.043,0.07,-0.003
3324,-2882.0,2346.0,7410.0,-11.0,23.0,-7.0,0.997,0.043,0.071,-0.003
3347,-2992.0,2066.0,7370.0,4.0,24.0,-13.0,0.996,0.044,0.071,-0.003
3359,-2958.0,2144.0,7414.0,17.0,14.0,-10.0,0.996,0.044,0.072,-0.003
3382,-2942.0,2254.0,7366.0,2.0,24.0,-9.0,0.996,0.044,0.073,-0.003
3404,-2926.0,2156.0,7358.0,-2.0,22.0,0.0,0.996,0.045,0.073,-0.003
3416,-2970.0,2216.0,7372.0,-23.0,19.0,9.0,0.996,0.045,0.074,-0.003
3438,-2924.0,2194.0,7404.0,-7.0,13.0,12.0,0.996,0.045,0.074,-0.003
3450,-2882.0,2192.0,7452.0,-13.0,19.0,16.0,0.996,0.045,0.075,-0.003
3472,-2900.0,2238.0,7442.0,-8.0,20.0,9.0,0.996,0.046,0.075,-0.003
3484,-2890.0,2192.0,7400.0,-16.0,22.0,16.0,0.996,0.046,0.076,-0.003
3506,-2904.0,2262.0,7384.0,-27.0,28.0,17.0,0.996,0.046,0.077,-0.002
3518,-2888.0,2220.0,7404.0,-23.0,34.0,10.0,0.996,0.046,0.077,-0.002
3540,-2990.0,1966.0,7394.0,-2.0,25.0,-6.0,0.996,0.046,0.078,-0.002
3552,-2880.0,2266.0,7360.0,-9.0,38.0,-10.0,0.996,0.047,0.079,-0.002
3574,-2966.0,2158.0,7332.0,-9.0,42.0,8.0,0.996,0.047,0.08,-0.002
3596,-2892.0,2110.0,7416.0,-7.0,47.0,11.0,0.996,0.047,0.08,-0.002
3608,-2938.0,2140.0,7446.0,20.0,45.0,-5.0,0.996,0.048,0.081,-0.002
3630,-2946.0,2100.0,7460.0,29.0,41.0,-26.0,0.995,0.048,0.082,-0.002
3642,-2926.0,2198.0,7452.0,30.0,42.0,-30.0,0.995,0.049,0.083,-0.003
3664,-3014.0,2180.0,7390.0,32.0,35.0,-40.0,0.995,0.049,0.083,-0.003
3676,-3016.0,2132.0,7366.0,43.0,24.0,-39.0,0.995,0.05,0.084,-0.003
3698,-2988.0,2098.0,7368.0,60.0,-4.0,-39.0,0.995,0.051,0.084,-0.004
3710,-2970.0,2196.0,7322.0,65.0,0.0,-42.0,0.995,0.052,0.085,-0.004
3732,-3002.0,2184.0,7488.0,79.0,-16.0,-32.0,0.995,0.053,0.085,-0.005
3754,-3064.0,2184.0,7322.0,51.0,-19.0,-26.0,0.995,0.054,0.085,-0.005
3766,-2986.0,2148.0,7356.0,38.0,-19.0,-15.0,0.995,0.054,0.086,-0.005
3788,-2972.0,2254.0,7388.0,50.0,-20.0,-12.0,0.995,0.055,0.086,-0.005
