timeMs,ax,ay,az,q0,q1,q2,q3
720013,0.569,0.23,0.096,0.783
720029,0.569,0.23,0.096,0.783
720045,0.569,0.23,0.096,0.783
720061,0.569,0.23,0.096,0.783
720077,0.569,0.23,0.096,0.783
720103,0.57,0.23,0.096,0.783
720119,0.57,0.23,0.096,0.783
720136,0.57,0.23,0.096,0.783
720152,0.57,0.23,0.096,0.783
720168,0.57,0.23,0.096,0.783
720185,0.57,0.23,0.096,0.783
720202,0.57,0.23,0.096,0.783
720219,0.57,0.23,0.096,0.783
720235,0.57,0.23,0.096,0.783
720261,0.57,0.23,0.096,0.783
720277,0.57,0.23,0.096,0.783
720293,0.57,0.23,0.096,0.783
720309,0.57,0.23,0.096,0.783
720325,0.57,0.23,0.096,0.783
720341,0.57,0.23,0.096,0.783
720357,0.57,0.23,0.096,0.783
720383,0.57,0.23,0.096,0.783
720400,0.57,0.23,0.096,0.783
720417,0.57,0.23,0.096,0.783
720433,0.57,0.23,0.096,0.783
720449,0.57,0.23,0.096,0.783
720465,0.57,0.23,0.096,0.783
720481,0.57,0.23,0.096,0.783
720497,0.57,0.23,0.096,0.783
720523,0.57,0.23,0.096,0.783
720540,0.57,0.23,0.096,0.783
720557,0.57,0.23,0.096,0.783
720574,0.57,0.23,0.095,0.783
720590,0.57,0.23,0.095,0.783
720606,0.57,0.23,0.095,0.783
720622,0.57,0.23,0.095,0.783
720638,0.57,0.23,0.095,0.783
720654,0.571,0.23,0.095,0.783
720680,0.571,0.23,0.095,0.783
720696,0.571,0.23,0.095,0.783
720713,0.571,0.23,0.095,0.783
720729,0.571,0.23,0.095,0.783
720745,0.571,0.23,0.095,0.783
720761,0.571,0.23,0.095,0.783
720777,0.57,0.23,0.095,0.783
720803,0.57,0.23,0.095,0.783
720819,0.57,0.23,0.095,0.783
720835,0.57,0.23,0.095,0.783
720851,0.57,0.23,0.095,0.783
720867,0.57,0.23,0.095,0.783
720883,0.57,0.23,0.095,0.783
720899,0.571,0.23,0.095,0.783
720916,0.571,0.23,0.095,0.782
720942,0.571,0.23,0.095,0.782
720958,0.571,0.231,0.095,0.782
720974,0.571,0.231,0.095,0.782
720990,0.571,0.231,0.095,0.782
721006,0.571,0.231,0.095,0.782
721022,0.571,0.231,0.095,0.782
721038,0.571,0.231,0.095,0.782
721064,0.571,0.231,0.095,0.782
721081,0.571,0.231,0.095,0.782
721097,0.571,0.231,0.095,0.782
721114,0.571,0.231,0.095,0.782
721131,0.571,0.231,0.095,0.782
721148,0.571,0.231,0.095,0.782
721165,0.571,0.231,0.095,0.782
721182,0.571,0.231,0.095,0.782
721198,0.571,0.231,0.095,0.782
721215,0.571,0.231,0.094,0.782
721232,0.571,0.231,0.095,0.782
721248,0.571,0.231,0.095,0.782
721274,0.571,0.231,0.095,0.782
721291,0.571,0.231,0.095,0.782
721307,0.571,0.231,0.095,0.782
721323,0.571,0.231,0.095,0.782
721340,0.571,0.231,0.095,0.782
721356,0.571,0.232,0.095,0.782
721372,0.571,0.232,0.095,0.782
