timeMs,ax,ay,az,gx,gy,gz,q0,q1,q2,q3
326225,-6924.0,1368.0,3774.0,1199.0,-605.0,-67.0,0.648,0.354,0.396,-0.546
326247,-6824.0,1298.0,3632.0,1328.0,-548.0,-69.0,0.646,0.359,0.385,-0.553
326259,-6846.0,1714.0,3136.0,1392.0,-535.0,-53.0,0.643,0.364,0.376,-0.559
326281,-6768.0,1786.0,3480.0,1414.0,-529.0,-65.0,0.64,0.37,0.365,-0.566
326303,-6580.0,2068.0,3596.0,1526.0,-541.0,-102.0,0.637,0.375,0.354,-0.572
326315,-6422.0,2084.0,3680.0,1738.0,-577.0,-149.0,0.632,0.382,0.342,-0.581
326337,-6406.0,2270.0,3346.0,1889.0,-630.0,-161.0,0.626,0.39,0.328,-0.59
326349,-6116.0,2276.0,3492.0,1993.0,-734.0,-190.0,0.62,0.397,0.313,-0.6
326371,-5680.0,2408.0,4556.0,1896.0,-793.0,-235.0,0.614,0.403,0.299,-0.609
326383,-5580.0,2996.0,4646.0,1778.0,-897.0,-233.0,0.609,0.407,0.284,-0.619
326405,-6610.0,984.0,3038.0,1886.0,-1142.0,-240.0,0.603,0.411,0.267,-0.629
326417,-6768.0,898.0,2272.0,2121.0,-1306.0,-147.0,0.597,0.414,0.248,-0.64
326439,-5592.0,2606.0,4288.0,2029.0,-1433.0,-165.0,0.592,0.417,0.228,-0.651
326451,-5664.0,2220.0,5250.0,1895.0,-1546.0,-192.0,0.587,0.417,0.209,-0.662
326474,-6052.0,1868.0,3804.0,1870.0,-1651.0,-96.0,0.582,0.417,0.188,-0.672
326496,-6396.0,2620.0,3024.0,1934.0,-1895.0,-9.0,0.577,0.416,0.166,-0.683
326508,-5908.0,1930.0,3750.0,1741.0,-2042.0,-54.0,0.573,0.412,0.144,-0.694
326530,-5428.0,3582.0,5506.0,1720.0,-2052.0,-150.0,0.568,0.408,0.122,-0.704
326542,-5496.0,2630.0,5486.0,1808.0,-2064.0,46.0,0.564,0.403,0.099,-0.714
326564,-5618.0,4098.0,4408.0,1390.0,-2209.0,-438.0,0.558,0.396,0.08,-0.725
326576,-4918.0,2090.0,4674.0,1293.0,-2279.0,-173.0,0.553,0.387,0.06,-0.735
326598,-4198.0,3268.0,5560.0,1638.0,-2159.0,173.0,0.55,0.381,0.037,-0.743
326610,-4250.0,4736.0,6372.0,1762.0,-2066.0,179.0,0.545,0.375,0.013,-0.75
326632,-4018.0,4600.0,7200.0,1467.0,-1920.0,166.0,0.541,0.369,-0.008,-0.755
326644,-4112.0,3918.0,5210.0,1233.0,-1820.0,238.0,0.539,0.363,-0.027,-0.76
326666,-3470.0,4058.0,5942.0,1319.0,-1816.0,308.0,0.536,0.356,-0.046,-0.764
326688,-3162.0,5344.0,6574.0,1358.0,-1732.0,330.0,0.533,0.35,-0.066,-0.768
326700,-3172.0,5660.0,6852.0,1125.0,-1634.0,382.0,0.531,0.344,-0.083,-0.77
326722,-3222.0,5502.0,6206.0,860.0,-1550.0,358.0,0.529,0.337,-0.098,-0.773
326739,-2934.0,4318.0,5534.0,605.0,-1533.0,346.0,0.528,0.328,-0.111,-0.775
326751,-2314.0,4330.0,5744.0,692.0,-1574.0,416.0,0.528,0.32,-0.125,-0.777
326773,-2168.0,5266.0,6388.0,847.0,-1559.0,486.0,0.527,0.312,-0.141,-0.778
326785,-2292.0,5860.0,6884.0,735.0,-1490.0,478.0,0.526,0.304,-0.155,-0.779
326807,-2046.0,5378.0,5934.0,506.0,-1460.0,431.0,0.526,0.296,-0.167,-0.78
326819,-1460.0,4418.0,5208.0,508.0,-1524.0,420.0,0.525,0.286,-0.179,-0.781
326841,-650.0,5578.0,6166.0,680.0,-1545.0,441.0,0.524,0.277,-0.193,-0.782
326863,-914.0,6590.0,6272.0,577.0,-1483.0,394.0,0.522,0.269,-0.206,-0.783
