timeMs,ax,ay,az,gx,gy,gz,q0,q1,q2,q3
6668450,-6527.0,-92.0,4130.0,1953.0,-142.0,82.0,0.626,-0.314,0.297,0.649
6668473,-6365.0,-56.0,4000.0,2020.0,-165.0,77.0,0.632,-0.301,0.308,0.644
6668486,-6365.0,196.0,3786.0,2124.0,-194.0,64.0,0.638,-0.287,0.32,0.639
6668509,-6255.0,352.0,3938.0,2301.0,-207.0,18.0,0.644,-0.272,0.333,0.633
6668522,-6341.0,678.0,3924.0,2443.0,-260.0,56.0,0.65,-0.256,0.346,0.626
6668545,-6575.0,836.0,3986.0,2512.0,-382.0,151.0,0.656,-0.238,0.358,0.62
6668558,-6255.0,1102.0,4042.0,2567.0,-547.0,199.0,0.662,-0.219,0.37,0.614
6668581,-6115.0,1404.0,4028.0,2637.0,-654.0,191.0,0.668,-0.198,0.381,0.607
6668594,-6011.0,2008.0,4278.0,2651.0,-818.0,244.0,0.674,-0.176,0.392,0.601
6668607,-5781.0,1746.0,3966.0,2777.0,-881.0,180.0,0.68,-0.153,0.402,0.593
6668630,-5677.0,2174.0,4140.0,3022.0,-958.0,144.0,0.687,-0.128,0.412,0.584
6668643,-5537.0,3094.0,4660.0,3082.0,-1118.0,299.0,0.693,-0.101,0.422,0.576
6668666,-5389.0,3492.0,4514.0,2928.0,-1272.0,360.0,0.698,-0.074,0.43,0.568
6668679,-4863.0,3108.0,4282.0,3013.0,-1326.0,148.0,0.704,-0.047,0.437,0.558
6668702,-4835.0,3880.0,3560.0,3122.0,-1149.0,195.0,0.709,-0.02,0.446,0.547
6668715,-4713.0,4592.0,4422.0,3222.0,-1120.0,235.0,0.712,0.008,0.455,0.535
6668738,-4383.0,5516.0,4130.0,3227.0,-1147.0,259.0,0.715,0.037,0.463,0.523
6668751,-4339.0,5670.0,4258.0,3188.0,-1082.0,225.0,0.717,0.065,0.471,0.51
6668774,-4367.0,5754.0,3850.0,3196.0,-1032.0,248.0,0.718,0.092,0.479,0.497
6668787,-4127.0,6272.0,3300.0,3270.0,-880.0,116.0,0.718,0.119,0.488,0.483
6668800,-4307.0,6828.0,3840.0,3375.0,-735.0,152.0,0.716,0.145,0.498,0.467
6702978,-1207.0,7842.0,2194.0,-22.0,0.0,-2.0,0.603,0.392,0.463,0.518
6702982,-1249.0,7874.0,2190.0,-19.0,-2.0,-5.0,0.604,0.392,0.462,0.518
6702985,-1281.0,7786.0,2180.0,-25.0,4.0,1.0,0.604,0.392,0.462,0.518
6702988,-1259.0,7842.0,2220.0,-25.0,6.0,3.0,0.604,0.392,0.462,0.518
6702992,-1193.0,7850.0,2228.0,-25.0,13.0,-1.0,0.604,0.392,0.462,0.518
6702995,-1259.0,7872.0,2224.0,-23.0,-1.0,-1.0,0.604,0.392,0.462,0.518
6702998,-1225.0,7880.0,2160.0,-24.0,3.0,-3.0,0.604,0.392,0.462,0.518
6703001,-1243.0,7844.0,2228.0,-29.0,3.0,2.0,0.604,0.392,0.462,0.518
6703005,-1247.0,7802.0,2234.0,-26.0,-2.0,2.0,0.604,0.391,0.461,0.518
6703008,-1219.0,7838.0,2242.0,-23.0,-1.0,-2.0,0.604,0.391,0.461,0.518
6703011,-1267.0,7898.0,2220.0,-24.0,-1.0,-3.0,0.604,0.391,0.461,0.519
6703015,-1237.0,7836.0,2224.0,-20.0,-7.0,6.0,0.605,0.391,0.461,0.519
6703018,-1281.0,7856.0,2226.0,-27.0,-3.0,4.0,0.605,0.391,0.461,0.519
6703021,-1185.0,7814.0,2236.0,-27.0,0.0,5.0,0.605,0.391,0.461,0.519
6703024,-1189.0,7844.0,2248.0,-18.0,4.0,-2.0,0.605,0.391,0.46,0.519
6703028,-1155.0,7852.0,2258.0,-21.0,13.0,3.0,0.605,0.391,0.46,0.519
6703031,-1177.0,7834.0,2244.0,-29.0,7.0,0.0,0.605,0.391,0.46,0.519
6703034,-1217.0,7840.0,2268.0,-32.0,12.0,-1.0,0.605,0.39,0.46,0.52
6703038,-1239.0,7780.0,2284.0,-27.0,17.0,2.0,0.605,0.39,0.46,0.52
6703041,-1221.0,7810.0,2278.0,-24.0,17.0,0.0,0.605,0.39,0.46,0.52
