timeMs,ax,ay,az,gx,gy,gz,q0,q1,q2,q3
3617156,-8195.0,-885.0,-726.0,473.0,-495.0,-203.0,0.475,0.46,0.548,-0.513
3617168,-8127.0,-893.0,-666.0,663.0,-587.0,-221.0,0.474,0.459,0.543,-0.52
3617190,-8159.0,-1185.0,-686.0,918.0,-682.0,-279.0,0.472,0.458,0.536,-0.529
3617202,-8093.0,-515.0,-1226.0,1138.0,-853.0,-329.0,0.469,0.458,0.529,-0.539
3617219,-8145.0,-923.0,-1756.0,1358.0,-1104.0,-424.0,0.467,0.456,0.519,-0.552
3617241,-7847.0,-777.0,-1152.0,1545.0,-1308.0,-477.0,0.464,0.454,0.507,-0.567
3617253,-8047.0,-1267.0,-660.0,1689.0,-1509.0,-477.0,0.461,0.451,0.494,-0.583
3617275,-7891.0,-1405.0,-762.0,1988.0,-1758.0,-592.0,0.457,0.447,0.478,-0.602
3617287,-8335.0,-2093.0,-1330.0,2427.0,-1981.0,-665.0,0.452,0.444,0.459,-0.623
3617309,-8157.0,-1595.0,-1444.0,2818.0,-2166.0,-690.0,0.445,0.44,0.436,-0.647
3617331,-8085.0,-1387.0,-1388.0,3043.0,-2377.0,-579.0,0.438,0.436,0.411,-0.67
3617343,-8117.0,-1281.0,-262.0,3070.0,-2505.0,-523.0,0.431,0.431,0.383,-0.694
3617365,-8549.0,-1745.0,-964.0,3250.0,-2695.0,-507.0,0.424,0.426,0.354,-0.717
3617377,-7861.0,-535.0,-2466.0,3367.0,-2907.0,-424.0,0.417,0.419,0.322,-0.74
3617399,-6813.0,191.0,-1470.0,3152.0,-3103.0,-218.0,0.412,0.408,0.288,-0.762
3617411,-6129.0,551.0,-326.0,3016.0,-3185.0,-33.0,0.408,0.397,0.255,-0.782
3617433,-6315.0,1493.0,850.0,2905.0,-3302.0,54.0,0.405,0.384,0.22,-0.8
3617445,-5609.0,1571.0,1380.0,2999.0,-3309.0,173.0,0.403,0.37,0.185,-0.817
3617467,-5047.0,1863.0,550.0,2810.0,-3431.0,-523.0,0.395,0.353,0.152,-0.834
3617489,-2073.0,5301.0,2168.0,2261.0,-3828.0,714.0,0.398,0.333,0.118,-0.847
3617501,-5165.0,667.0,3000.0,2052.0,-3574.0,-826.0,0.389,0.311,0.091,-0.863
3617523,-2965.0,1845.0,4534.0,2673.0,-3803.0,-1245.0,0.374,0.289,0.059,-0.88
3617535,-1067.0,3835.0,5784.0,2424.0,-3510.0,-565.0,0.364,0.268,0.028,-0.892
3617557,-1479.0,2301.0,5374.0,2260.0,-3040.0,246.0,0.362,0.25,-0.001,-0.898
3617569,-1405.0,2711.0,4834.0,2375.0,-2912.0,163.0,0.357,0.233,-0.031,-0.904
3617591,-581.0,4145.0,5134.0,2532.0,-2929.0,-190.0,0.349,0.217,-0.062,-0.909
3617603,621.0,5359.0,7194.0,2385.0,-2698.0,32.0,0.344,0.201,-0.092,-0.913
3617625,145.0,5803.0,8056.0,2179.0,-2412.0,47.0,0.338,0.188,-0.118,-0.915
3617647,61.0,5251.0,6318.0,2007.0,-2378.0,26.0,0.332,0.173,-0.143,-0.916
3617659,1413.0,5859.0,6182.0,1958.0,-2418.0,-28.0,0.326,0.158,-0.168,-0.917
3617681,2387.0,7969.0,8070.0,1838.0,-2346.0,-123.0,0.319,0.144,-0.191,-0.917
3617693,2533.0,7841.0,9980.0,1376.0,-2149.0,238.0,0.315,0.129,-0.209,-0.917
