timeMs,ax,ay,az,gx,gy,gz,q0,q1,q2,q3
3726082,-5891.0,3128.0,4173.0,779.0,-596.0,694.0,0.401,0.491,-0.001,-0.773
3726094,-5703.0,3270.0,4575.0,817.0,-571.0,709.0,0.403,0.49,-0.013,-0.773
3726116,-5589.0,3572.0,4667.0,761.0,-518.0,763.0,0.405,0.489,-0.024,-0.772
3726128,-5499.0,3606.0,4531.0,753.0,-482.0,807.0,0.408,0.488,-0.034,-0.771
3726150,-5701.0,3460.0,4395.0,807.0,-457.0,881.0,0.41,0.487,-0.046,-0.769
3726172,-5311.0,3256.0,4261.0,968.0,-464.0,925.0,0.412,0.487,-0.059,-0.768
3726184,-5421.0,3922.0,4019.0,1033.0,-428.0,1001.0,0.414,0.488,-0.072,-0.765
3726206,-5041.0,4814.0,3955.0,679.0,-338.0,1057.0,0.419,0.487,-0.083,-0.762
3726218,-4983.0,3970.0,4587.0,654.0,-360.0,1063.0,0.423,0.486,-0.094,-0.759
3726240,-4891.0,4392.0,4577.0,694.0,-396.0,1128.0,0.428,0.485,-0.106,-0.756
3726252,-4777.0,4126.0,3721.0,857.0,-403.0,1126.0,0.431,0.484,-0.119,-0.752
3726274,-4701.0,4824.0,4523.0,744.0,-378.0,1181.0,0.436,0.483,-0.131,-0.748
3726286,-3935.0,5662.0,4445.0,644.0,-369.0,1112.0,0.441,0.482,-0.142,-0.744
3726308,-3939.0,5556.0,4665.0,567.0,-368.0,1126.0,0.446,0.48,-0.152,-0.74
3726330,-3763.0,5254.0,4211.0,691.0,-356.0,1034.0,0.449,0.478,-0.163,-0.737
3726342,-3637.0,5606.0,4123.0,851.0,-339.0,1009.0,0.452,0.478,-0.175,-0.733
3726364,-3469.0,6946.0,4273.0,819.0,-270.0,995.0,0.455,0.478,-0.187,-0.728
3726376,-3603.0,7442.0,4375.0,457.0,-180.0,981.0,0.459,0.477,-0.195,-0.724
3726398,-3427.0,7270.0,4143.0,377.0,-158.0,857.0,0.463,0.476,-0.202,-0.72
3726410,-3313.0,6934.0,3935.0,337.0,-102.0,785.0,0.467,0.475,-0.208,-0.716
3726432,-3193.0,6956.0,3809.0,427.0,-82.0,634.0,0.469,0.475,-0.214,-0.713
3726444,-3051.0,7156.0,3833.0,518.0,-51.0,572.0,0.471,0.476,-0.221,-0.71
3726466,-3221.0,7130.0,3815.0,608.0,-50.0,535.0,0.472,0.477,-0.228,-0.706
3726478,-3215.0,7106.0,3459.0,568.0,-50.0,501.0,0.473,0.478,-0.234,-0.703
3726500,-3351.0,6732.0,3511.0,538.0,-73.0,452.0,0.473,0.479,-0.24,-0.7
3726522,-3045.0,7290.0,3205.0,418.0,-110.0,410.0,0.474,0.479,-0.245,-0.697
3726534,-3071.0,6558.0,3029.0,404.0,-134.0,400.0,0.474,0.479,-0.25,-0.695
3726556,-2793.0,7122.0,2947.0,444.0,-180.0,411.0,0.475,0.479,-0.256,-0.693
3726568,-2879.0,6580.0,2723.0,394.0,-167.0,366.0,0.475,0.478,-0.261,-0.691
3726590,-2703.0,6916.0,2633.0,301.0,-181.0,251.0,0.475,0.478,-0.265,-0.69
3726602,-2339.0,6800.0,2925.0,261.0,-128.0,316.0,0.475,0.477,-0.269,-0.688
3726624,-4569.0,21300.0,11411.0,999.0,-175.0,314.0,0.472,0.48,-0.277,-0.685
3726636,-5017.0,7694.0,-907.0,-524.0,922.0,893.0,0.483,0.481,-0.274,-0.678
3726658,923.0,-1938.0,2895.0,-40.0,15.0,-1572.0,0.473,0.485,-0.267,-0.685
3726680,-3241.0,12106.0,1715.0,153.0,78.0,327.0,0.475,0.485,-0.269,-0.683
3726692,-2169.0,2642.0,2959.0,-302.0,50.0,-157.0,0.475,0.485,-0.266,-0.684
3726714,-3419.0,12408.0,5253.0,455.0,-21.0,152.0,0.474,0.486,-0.27,-0.683
3726726,-3077.0,6830.0,2571.0,-259.0,186.0,119.0,0.477,0.486,-0.268,-0.682
3726748,-1757.0,4658.0,3067.0,-62.0,6.0,-580.0,0.473,0.487,-0.265,-0.685
3726760,-3119.0,8356.0,3243.0,134.0,135.0,-75.0,0.473,0.489,-0.265,-0.684
3726782,-3565.0,6062.0,2063.0,28.0,279.0,101.0,0.474,0.49,-0.264,-0.682
3726794,-2611.0,5220.0,3277.0,244.0,202.0,-80.0,0.473,0.493,-0.264,-0.681
3726816,-3771.0,7102.0,3517.0,379.0,222.0,-42.0,0.471,0.496,-0.266,-0.679
3726828,-3661.0,6006.0,3611.0,317.0,232.0,-59.0,0.47,0.499,-0.266,-0.678
3726850,-3847.0,6198.0,3353.0,491.0,204.0,59.0,0.469,0.502,-0.269,-0.675
3726872,-3963.0,7420.0,2899.0,487.0,181.0,205.0,0.468,0.505,-0.272,-0.672
3726884,-4129.0,7492.0,3263.0,380.0,236.0,261.0,0.469,0.507,-0.274,-0.669
3726906,-3937.0,7248.0,2983.0,264.0,220.0,263.0,0.47,0.509,-0.276,-0.666
3726918,-3707.0,7602.0,2553.0,-45.0,257.0,426.0,0.473,0.51,-0.277,-0.663
3726940,-4209.0,6418.0,2311.0,-125.0,224.0,462.0,0.477,0.509,-0.277,-0.66
3726952,-3867.0,7126.0,1913.0,-11.0,101.0,454.0,0.48,0.509,-0.279,-0.658
3726974,-3399.0,8664.0,1577.0,12.0,5.0,321.0,0.482,0.508,-0.281,-0.656
3726986,-2653.0,8686.0,1709.0,-195.0,-25.0,164.0,0.484,0.507,-0.28,-0.656
3727008,-1965.0,7234.0,2183.0,-249.0,-42.0,-52.0,0.485,0.505,-0.279,-0.657
3727030,-1837.0,6968.0,2437.0,-157.0,-37.0,-116.0,0.485,0.505,-0.278,-0.658
3727042,-1991.0,6824.0,2729.0,-47.0,-19.0,-141.0,0.484,0.504,-0.277,-0.659
3727064,-1981.0,6840.0,3345.0,52.0,10.0,-149.0,0.483,0.505,-0.277,-0.66
3727081,-1735.0,7548.0,3235.0,16.0,203.0,-174.0,0.483,0.506,-0.276,-0.659
3727093,-1799.0,8914.0,2073.0,-371.0,401.0,-109.0,0.485,0.507,-0.271,-0.659
3727115,-2493.0,7688.0,1983.0,-752.0,507.0,-43.0,0.489,0.507,-0.264,-0.658
3727127,-2483.0,6706.0,2675.0,-834.0,399.0,-46.0,0.494,0.506,-0.257,-0.659
3727149,-1525.0,7962.0,1239.0,-1317.0,559.0,-49.0,0.501,0.503,-0.247,-0.659
3727161,-1303.0,9382.0,3203.0,-2916.0,962.0,24.0,0.517,0.495,-0.225,-0.661
3727183,-1635.0,6438.0,4599.0,-3100.0,992.0,-26.0,0.533,0.486,-0.201,-0.663
3727205,-1547.0,5656.0,3043.0,-2194.0,1065.0,-345.0,0.543,0.482,-0.181,-0.664
3727217,-3539.0,9410.0,513.0,-1923.0,933.0,-472.0,0.55,0.479,-0.162,-0.665
3727239,-3293.0,5984.0,1429.0,-1993.0,769.0,-552.0,0.556,0.474,-0.143,-0.667
3727251,-3341.0,5566.0,4279.0,-1999.0,891.0,-668.0,0.562,0.47,-0.123,-0.67
3727273,-2815.0,5380.0,4455.0,-2161.0,1257.0,-640.0,0.569,0.467,-0.101,-0.67
3727285,-3267.0,4410.0,3631.0,-1481.0,1302.0,-833.0,0.571,0.468,-0.081,-0.67
3727307,-4393.0,6326.0,2869.0,-870.0,1105.0,-720.0,0.571,0.471,-0.067,-0.669
3727329,-5373.0,7016.0,2447.0,-434.0,664.0,-756.0,0.568,0.473,-0.058,-0.671
