timeMs,ax,ay,az,q0,q1,q2,q3
271061,0.626,0.675,0.171,0.351
271078,0.627,0.673,0.163,0.357
271095,0.628,0.671,0.155,0.363
271112,0.629,0.668,0.145,0.37
271128,0.63,0.665,0.134,0.378
271145,0.632,0.661,0.123,0.385
271161,0.633,0.659,0.111,0.392
271179,0.632,0.657,0.099,0.398
271195,0.632,0.656,0.087,0.404
271221,0.631,0.655,0.074,0.409
271237,0.629,0.655,0.062,0.414
271253,0.627,0.655,0.05,0.42
271269,0.623,0.655,0.039,0.425
271286,0.62,0.656,0.028,0.43
271302,0.615,0.657,0.018,0.436
271318,0.611,0.657,0.009,0.441
271334,0.605,0.659,0.0,0.447
271361,0.599,0.661,-0.006,0.452
271377,0.593,0.663,-0.012,0.457
271393,0.586,0.666,-0.017,0.461
271409,0.581,0.668,-0.021,0.465
271427,0.578,0.668,-0.024,0.469
271443,0.576,0.668,-0.025,0.471
271460,0.575,0.667,-0.023,0.472
271477,0.575,0.666,-0.021,0.474
271494,0.575,0.665,-0.019,0.476
271510,0.573,0.665,-0.016,0.479
271527,0.571,0.665,-0.015,0.482
271553,0.568,0.664,-0.015,0.486
271569,0.566,0.663,-0.014,0.49
271586,0.564,0.662,-0.012,0.494
271602,0.562,0.661,-0.01,0.497
271619,0.561,0.66,-0.006,0.501
271635,0.56,0.658,-0.003,0.503
271651,0.56,0.656,0.001,0.506
271667,0.559,0.654,0.004,0.509
271693,0.56,0.652,0.007,0.511
271709,0.56,0.649,0.011,0.514
271725,0.561,0.647,0.015,0.516
271741,0.562,0.644,0.019,0.518
271757,0.564,0.641,0.023,0.52
271773,0.566,0.638,0.026,0.521
271790,0.569,0.634,0.029,0.523
271806,0.572,0.631,0.031,0.524
271832,0.574,0.628,0.034,0.525
271848,0.577,0.625,0.036,0.524
271864,0.581,0.622,0.037,0.524
271880,0.585,0.619,0.037,0.523
271896,0.589,0.616,0.037,0.522
271912,0.593,0.613,0.037,0.521
271928,0.597,0.61,0.037,0.52
271954,0.6,0.607,0.037,0.519
271970,0.603,0.605,0.037,0.519
271986,0.605,0.604,0.037,0.518
272003,0.607,0.602,0.038,0.517
272019,0.609,0.601,0.038,0.516
272035,0.611,0.599,0.039,0.515
272051,0.614,0.597,0.039,0.515
272068,0.616,0.595,0.04,0.514
272094,0.619,0.593,0.041,0.514
272110,0.621,0.59,0.043,0.514
272126,0.624,0.588,0.044,0.513
272142,0.626,0.585,0.046,0.513
272158,0.63,0.581,0.048,0.513
272174,0.633,0.578,0.05,0.512
272190,0.636,0.575,0.052,0.513
272216,0.637,0.573,0.054,0.513
272232,0.638,0.571,0.057,0.513
272248,0.639,0.57,0.059,0.514
272264,0.64,0.568,0.061,0.514
272280,0.641,0.566,0.063,0.514
272296,0.643,0.564,0.065,0.514
272322,0.644,0.563,0.066,0.515
272338,0.645,0.561,0.067,0.515
272354,0.646,0.56,0.069,0.515
272371,0.646,0.559,0.069,0.514
272388,0.647,0.558,0.07,0.514
272404,0.648,0.557,0.071,0.514
272420,0.649,0.557,0.072,0.514
272436,0.65,0.556,0.072,0.514
272462,0.65,0.556,0.073,0.513
272478,0.65,0.556,0.073,0.513
272494,0.651,0.556,0.074,0.512
272510,0.651,0.555,0.074,0.512
272526,0.653,0.554,0.074,0.511
272542,0.654,0.552,0.073,0.512
272558,0.656,0.55,0.072,0.512
272584,0.658,0.547,0.071,0.513
272600,0.66,0.543,0.07,0.514
272616,0.663,0.538,0.067,0.515
272632,0.667,0.533,0.065,0.516
272648,0.67,0.529,0.062,0.517
272664,0.673,0.526,0.059,0.517
272680,0.675,0.524,0.057,0.517
272706,0.677,0.521,0.054,0.517
272723,0.679,0.519,0.051,0.517
272739,0.681,0.516,0.049,0.518
272756,0.682,0.514,0.046,0.519
272772,0.683,0.512,0.045,0.519
272788,0.683,0.511,0.045,0.52
272804,0.683,0.511,0.045,0.521
272820,0.683,0.51,0.045,0.521
272846,0.682,0.509,0.046,0.523
272862,0.682,0.509,0.048,0.524
272878,0.681,0.508,0.049,0.526
272894,0.68,0.506,0.051,0.527
272910,0.68,0.505,0.053,0.529
272926,0.679,0.504,0.056,0.531
272942,0.679,0.503,0.058,0.532
272968,0.679,0.501,0.059,0.533
272984,0.68,0.498,0.059,0.535
273000,0.681,0.497,0.059,0.535
273016,0.681,0.497,0.059,0.535
273032,0.68,0.498,0.06,0.535
273048,0.68,0.499,0.06,0.534
273064,0.679,0.501,0.061,0.533
273090,0.679,0.502,0.062,0.532
273106,0.678,0.503,0.062,0.532
273122,0.678,0.504,0.063,0.531
273139,0.677,0.505,0.063,0.531
273155,0.676,0.507,0.064,0.53
273171,0.675,0.509,0.065,0.53
273189,0.674,0.511,0.066,0.529
