timeMs,ax,ay,az,q0,q1,q2,q3
114333,0.45,0.326,0.621,0.553
114350,0.449,0.325,0.622,0.552
114366,0.448,0.323,0.624,0.552
114383,0.448,0.322,0.626,0.551
114400,0.447,0.32,0.628,0.551
114417,0.446,0.318,0.63,0.551
114434,0.446,0.316,0.631,0.55
114451,0.445,0.315,0.633,0.55
114467,0.445,0.314,0.634,0.55
114484,0.444,0.313,0.635,0.549
114501,0.444,0.312,0.636,0.549
114527,0.443,0.312,0.637,0.548
114543,0.443,0.312,0.637,0.548
114560,0.443,0.312,0.638,0.548
114576,0.443,0.312,0.638,0.547
114593,0.443,0.313,0.638,0.546
114609,0.443,0.313,0.639,0.546
114625,0.442,0.314,0.64,0.545
114642,0.442,0.314,0.64,0.544
114659,0.441,0.315,0.641,0.544
114676,0.44,0.315,0.642,0.543
114693,0.439,0.316,0.643,0.542
114720,0.439,0.316,0.644,0.542
114736,0.438,0.316,0.645,0.541
114753,0.437,0.315,0.646,0.541
114770,0.437,0.315,0.647,0.54
114787,0.436,0.315,0.648,0.539
114804,0.435,0.315,0.649,0.539
114821,0.434,0.315,0.65,0.538
114837,0.433,0.315,0.651,0.538
114853,0.432,0.316,0.652,0.537
114870,0.431,0.316,0.653,0.537
114887,0.43,0.317,0.653,0.537
114904,0.428,0.318,0.654,0.537
114921,0.427,0.319,0.654,0.537
114938,0.426,0.319,0.654,0.537
114965,0.425,0.32,0.655,0.537
114981,0.424,0.32,0.655,0.537
114997,0.422,0.321,0.656,0.537
115014,0.421,0.322,0.656,0.537
115031,0.42,0.322,0.656,0.537
115047,0.419,0.323,0.656,0.538
115064,0.418,0.323,0.657,0.538
115081,0.418,0.323,0.657,0.538
115098,0.417,0.323,0.657,0.538
115115,0.416,0.323,0.658,0.538
115132,0.416,0.323,0.658,0.538
115148,0.415,0.323,0.658,0.539
115165,0.415,0.324,0.658,0.539
115191,0.415,0.324,0.658,0.539
115208,0.415,0.324,0.658,0.539
115225,0.414,0.324,0.658,0.539
115242,0.414,0.324,0.658,0.539
115259,0.414,0.324,0.658,0.539
115276,0.414,0.325,0.658,0.539
115293,0.414,0.325,0.658,0.539
115310,0.413,0.325,0.658,0.539
115327,0.413,0.326,0.658,0.539
115344,0.413,0.326,0.658,0.539
115361,0.413,0.326,0.657,0.54
115378,0.413,0.326,0.657,0.54
